PWSID,SYSTEMNAME,PLANTNUMBER,PLANTNAME,OBJECTIVEID,PROCESSID,PROCESSOBJECTIVEDESC
3054174,OUTRIGGERS BAR & GRILL,1,OUTRIGGERS,H,25,SOFTENING/ION EXCHANGE
3054178,LOUGHMAN LAKE LODGE,1,LOUGHMAN LAKE LODGE,B,02,DISINFECT/HYPOCHLORIN
3054178,LOUGHMAN LAKE LODGE,1,LOUGHMAN LAKE LODGE,C,12,PART-RMVL/SEDIMENTATION
3054178,LOUGHMAN LAKE LODGE,1,LOUGHMAN LAKE LODGE,C,15,PART-RMVL/PRESS SAND FILT
3054178,LOUGHMAN LAKE LODGE,1,LOUGHMAN LAKE LODGE,C,29,PART-RMVL/CARTRIDGE FILTR
3054178,LOUGHMAN LAKE LODGE,1,LOUGHMAN LAKE LODGE,D,19,CORR-CTRL/PH ADJUSTMENT
3054178,LOUGHMAN LAKE LODGE,1,LOUGHMAN LAKE LODGE,K,26,DESALINAT/REVERSE OSMOSIS
3054178,LOUGHMAN LAKE LODGE,1,LOUGHMAN LAKE LODGE,Z,18,OTHER/SEQUESTATION
3054179,MICCO PARK,1,MICCO PARK,B,02,DISINFECT/HYPOCHLORIN
3054179,MICCO PARK,1,MICCO PARK,E,20,T-O CTRL/AERATION
3054179,MICCO PARK,1,MICCO PARK,H,25,SOFTENING/ION EXCHANGE
3054180,GRANT CONVENIENCE STORE,1,GRANT CONVENIENCE STORE,B,02,DISINFECT/HYPOCHLORIN
3054180,GRANT CONVENIENCE STORE,1,GRANT CONVENIENCE STORE,E,20,T-O CTRL/AERATION
3054180,GRANT CONVENIENCE STORE,1,GRANT CONVENIENCE STORE,H,25,SOFTENING/ION EXCHANGE
3054181,ST. SEBASTIAN RIVER PRESERVE VISITOR CTR,1,PLANT #1,B,02,DISINFECT/HYPOCHLORIN
3054181,ST. SEBASTIAN RIVER PRESERVE VISITOR CTR,1,PLANT #1,E,23,T-O CTRL/GAC ADDITION
3054181,ST. SEBASTIAN RIVER PRESERVE VISITOR CTR,1,PLANT #1,H,25,SOFTENING/ION EXCHANGE
3054183,BARRIER ISLAND ECOSYSTEM CENTER,1,BARRIER ISLAND ECOSYSTEM CTR,B,02,DISINFECT/HYPOCHLORIN
3054183,BARRIER ISLAND ECOSYSTEM CENTER,1,BARRIER ISLAND ECOSYSTEM CTR,C,29,PART-RMVL/CARTRIDGE FILTR
3054183,BARRIER ISLAND ECOSYSTEM CENTER,1,BARRIER ISLAND ECOSYSTEM CTR,E,20,T-O CTRL/AERATION
3054184,LIARS PUB FKA TROPICAL SPOT TIKI BAR,1,PLANT 1,B,02,DISINFECT/HYPOCHLORIN
3054185,THE OLD FISH HOUSE,1,TREASURE COAST MARINA/THE OLD,B,02,DISINFECT/HYPOCHLORIN
3054186,GRANT STATION RESTAURANT & STORE,1,GRANT STATION RESTAURANT & STO,B,02,DISINFECT/HYPOCHLORIN
3054186,GRANT STATION RESTAURANT & STORE,1,GRANT STATION RESTAURANT & STO,I,29,COLOR RML/CARTRIDGE FILTR
3054189,DOLLAR GENERAL MIMS,1,DOLLAR GENERAL MIMS,B,02,DISINFECT/HYPOCHLORIN
3054190,VALKARIA AIRPORT TERMINAL,1,VALKARIA AIRPORT TEMINAL WTP,B,02,DISINFECT/HYPOCHLORIN
3054190,VALKARIA AIRPORT TERMINAL,1,VALKARIA AIRPORT TEMINAL WTP,C,29,PART-RMVL/CARTRIDGE FILTR
3054190,VALKARIA AIRPORT TERMINAL,1,VALKARIA AIRPORT TEMINAL WTP,F,25,ORGN-RMVL/ION EXCHANGE
3054191,INDIAN RIVER INN,1,WATER TREATMENT PLANT,B,02,DISINFECT/HYPOCHLORIN
3054191,INDIAN RIVER INN,1,WATER TREATMENT PLANT,B,20,DISINFECT/AERATION
3054191,INDIAN RIVER INN,1,WATER TREATMENT PLANT,B,25,DISINFECT/ION EXCHANGE
3054191,INDIAN RIVER INN,1,WATER TREATMENT PLANT,E,23,T-O CTRL/GAC ADDITION
3310110,IRCU/BREEZY VILLAGE MHP & SD,1,BREEZY VILLAGE MHP & SD,B,02,DISINFECT/HYPOCHLORIN
3310110,IRCU/BREEZY VILLAGE MHP & SD,1,BREEZY VILLAGE MHP & SD,B,20,DISINFECT/AERATION
3310198,CITRUS ELEMENTARY SCHOOL,1,CITRUS ELEMENTARY SCHOOL,B,02,DISINFECT/HYPOCHLORIN
3310206,"VERO BEACH, CITY OF",1,VERO BEACH LIME SOFTENING WTP,B,01,DISINFECT/GASEOUS CHLORIN
3310206,"VERO BEACH, CITY OF",1,VERO BEACH LIME SOFTENING WTP,B,04,DISINFECT/CHLORAMINES
3310206,"VERO BEACH, CITY OF",1,VERO BEACH LIME SOFTENING WTP,C,10,PART-RMVL/COAGULATION
3310206,"VERO BEACH, CITY OF",1,VERO BEACH LIME SOFTENING WTP,C,11,PART-RMVL/FLOCCULATION
3310206,"VERO BEACH, CITY OF",1,VERO BEACH LIME SOFTENING WTP,C,12,PART-RMVL/SEDIMENTATION
3310206,"VERO BEACH, CITY OF",1,VERO BEACH LIME SOFTENING WTP,C,14,PART-RMVL/RAPID SAND FIL
3310206,"VERO BEACH, CITY OF",1,VERO BEACH LIME SOFTENING WTP,F,28,ORGN-RMVL/PACKED TWR-AERA
3310206,"VERO BEACH, CITY OF",1,VERO BEACH LIME SOFTENING WTP,H,19,SOFTENING/PH ADJUSTMENT
3310206,"VERO BEACH, CITY OF",1,VERO BEACH LIME SOFTENING WTP,H,24,SOFTENING/LIME-SODA
3310206,"VERO BEACH, CITY OF",1,VERO BEACH LIME SOFTENING WTP,Z,27,OTHER/FLUORIDATION
3310206,"VERO BEACH, CITY OF",2,VERO BEACH 3.3MGD R.O. WTP,B,01,DISINFECT/GASEOUS CHLORIN
3310206,"VERO BEACH, CITY OF",2,VERO BEACH 3.3MGD R.O. WTP,B,04,DISINFECT/CHLORAMINES
3310206,"VERO BEACH, CITY OF",2,VERO BEACH 3.3MGD R.O. WTP,C,29,PART-RMVL/CARTRIDGE FILTR
3310206,"VERO BEACH, CITY OF",2,VERO BEACH 3.3MGD R.O. WTP,D,19,CORR-CTRL/PH ADJUSTMENT
3310206,"VERO BEACH, CITY OF",2,VERO BEACH 3.3MGD R.O. WTP,E,20,T-O CTRL/AERATION
3310206,"VERO BEACH, CITY OF",2,VERO BEACH 3.3MGD R.O. WTP,H,26,SOFTENING/REVERSE OSMOSIS
3310206,"VERO BEACH, CITY OF",2,VERO BEACH 3.3MGD R.O. WTP,Z,18,OTHER/SEQUESTATION
3310221,COACHLAND COURT MHP,1,COACHLAND COURT MHP,B,02,DISINFECT/HYPOCHLORIN
3310221,COACHLAND COURT MHP,1,COACHLAND COURT MHP,E,20,T-O CTRL/AERATION
3310274,DAYS INN,1,,B,02,DISINFECT/HYPOCHLORIN
3310300,DONALD MACDONALD'S PARK,1,DONALD MACDONALD'S PARK,B,02,DISINFECT/HYPOCHLORIN
3310305,DOUGLAS ELEMENTARY SCHOOL,1,,B,02,DISINFECT/HYPOCHLORIN
3310334,EL CAPITAN MOBILE HOME PARK,1,EL CAPITAN MOBILE HOME PARK,B,02,DISINFECT/HYPOCHLORIN
3310358,FAT BOYS BAR B-Q,1,,B,02,DISINFECT/HYPOCHLORIN
3310363,SUN-AG MHP,1,SUN-AG MHP,B,01,DISINFECT/GASEOUS CHLORIN
3310363,SUN-AG MHP,1,SUN-AG MHP,E,20,T-O CTRL/AERATION
3310364,SUN-AG PACKING HOUSE,1,FELLSMERE PACKING HOUSE,B,02,DISINFECT/HYPOCHLORIN
3310364,SUN-AG PACKING HOUSE,1,FELLSMERE PACKING HOUSE,E,20,T-O CTRL/AERATION
3310365,FELLSMERE TRAILER PARK,1,,B,02,DISINFECT/HYPOCHLORIN
3310371,FERNDALE LODGE,1,,B,02,DISINFECT/HYPOCHLORIN
3310376,FINA STATION,1,FINA STATION,B,02,DISINFECT/HYPOCHLORIN
3310402,FLORIDA MEDICAL ENTOMOLOGY LAB,1,FLA. MEDICAL ENTOMOLOGICAL LAB,A,,NO TRTMT
3310477,GULF SERVICE STATION,1,,B,02,DISINFECT/HYPOCHLORIN
3310514,HERITAGE VILLAGE MHP,1,HERITAGE VILLAGE MHP,B,02,DISINFECT/HYPOCHLORIN
3310543,IRCU/HOBART LANDING S/D,1,HOBART LANDING S/D,B,01,DISINFECT/GASEOUS CHLORIN
3310543,IRCU/HOBART LANDING S/D,1,HOBART LANDING S/D,C,15,PART-RMVL/PRESS SAND FILT
3310543,IRCU/HOBART LANDING S/D,1,HOBART LANDING S/D,E,20,T-O CTRL/AERATION
3310552,HOLIDAY INN WEST,1,,B,02,DISINFECT/HYPOCHLORIN
3310554,HOLIDAY VILLAGE,1,U,B,02,DISINFECT/HYPOCHLORIN
3310561,D J'S RESTAURANT,1,D J'S RESTAURANT,B,02,DISINFECT/HYPOCHLORIN
3310562,NO NAME BAR (AKA MORGAN HORSE),1,MORGAN HORSE LOUNGE,B,02,DISINFECT/HYPOCHLORIN
3310565,HORNES,1,,B,02,DISINFECT/HYPOCHLORIN
3310593,IND RIVER CO CORRECTIONAL INST,1,INDIAN R.CO.CORR.,B,01,DISINFECT/GASEOUS CHLORIN
3310593,IND RIVER CO CORRECTIONAL INST,1,INDIAN R.CO.CORR.,C,08,PART-RMVL/MICROSCREENING
3310593,IND RIVER CO CORRECTIONAL INST,1,INDIAN R.CO.CORR.,E,20,T-O CTRL/AERATION
3310593,IND RIVER CO CORRECTIONAL INST,1,INDIAN R.CO.CORR.,K,26,DESALINAT/REVERSE OSMOSIS
3310593,IND RIVER CO CORRECTIONAL INST,1,INDIAN R.CO.CORR.,Z,18,OTHER/SEQUESTATION
3310593,IND RIVER CO CORRECTIONAL INST,1,INDIAN R.CO.CORR.,Z,19,OTHER/PH ADJUSTMENT
3310594,INDIAN RIVER CO. UTIL.NORTH,1,VERO BEACH,B,01,DISINFECT/GASEOUS CHLORIN
3310607,IXORA PARK SD,1,,B,02,DISINFECT/HYPOCHLORIN
3310629,PELICAN'S LANDING,1,PELICAN'S LANDING,B,02,DISINFECT/HYPOCHLORIN
3310629,PELICAN'S LANDING,1,PELICAN'S LANDING,E,20,T-O CTRL/AERATION
3310653,CRAB COVE,1,CRAB COVE,B,02,DISINFECT/HYPOCHLORIN
3310653,CRAB COVE,1,CRAB COVE,H,25,SOFTENING/ION EXCHANGE
3310661,KIWANIS HOBART PK(INDIAN R CO),1,KIWANIS HOBART PARK,B,02,DISINFECT/HYPOCHLORIN
3310731,NEW HORIZONS MHP,1,NEW HORIZONS MHP,B,02,DISINFECT/HYPOCHLORIN
3310737,LAURELWOOD SUBDIVISION,1,,B,02,DISINFECT/HYPOCHLORIN
3310751,LIFE FOR YOUTH RANCH,1,LIFE FOR YOUTH RANCH,B,02,DISINFECT/HYPOCHLORIN
3310789,MAGGIE RUNYON MOBILE HOME PARK,1,,B,02,DISINFECT/HYPOCHLORIN
3310802,MAMA MIA'S KITCHEN,1,MAMA MIA'S KITCHEN,B,02,DISINFECT/HYPOCHLORIN
3310817,MCKEE JUNGLE GARDENS CAMPSITES,1,,B,02,DISINFECT/HYPOCHLORIN
3310821,MECCA CONVALESCENT HOME,1,,B,02,DISINFECT/HYPOCHLORIN
3310827,INDIAN RIVER CO. UTIL.SOUTH,1,ROCKRIDGE,B,01,DISINFECT/GASEOUS CHLORIN
3310982,PALM PARADISE MOBILE HOME PARK,1,PALM PARADISE MOBILE HOME PARK,B,02,DISINFECT/HYPOCHLORIN
3310982,PALM PARADISE MOBILE HOME PARK,1,PALM PARADISE MOBILE HOME PARK,E,20,T-O CTRL/AERATION
3310989,VERO BEACH KAMP,1,VERO BEACH KAMP,B,02,DISINFECT/HYPOCHLORIN
3310995,PARKS MOBILE HOME COURT,1,PARKS MOBILE HOME PARK,B,02,DISINFECT/HYPOCHLORIN
3311004,PENNWOOD MOTOR LODGE,1,PENNWOOD MOTOR LODGE WTP,B,02,DISINFECT/HYPOCHLORIN
3311004,PENNWOOD MOTOR LODGE,1,PENNWOOD MOTOR LODGE WTP,E,20,T-O CTRL/AERATION
3311058,RANCHLAND MOBILE HOME PARK,1,RANCHLAND MOBILE HOME PARK,B,02,DISINFECT/HYPOCHLORIN
3311064,CARLANA PARK,1,,B,02,DISINFECT/HYPOCHLORIN
3311085,RIVERVIEW MOBILE HOME PARK-SEB,1,RIVERVIEW TRAILER PARK-SEB,B,02,DISINFECT/HYPOCHLORIN
3311116,SANDRIFT MOTEL,1,,B,02,DISINFECT/HYPOCHLORIN
3311135,SEBASTIAN CITY HALL,1,SEBASTIAN CITY HALL WTP,B,02,DISINFECT/HYPOCHLORIN
3311135,SEBASTIAN CITY HALL,1,SEBASTIAN CITY HALL WTP,D,36,CORR-CTRL/CORROSION INHIB
3311136,SEBASTIAN HIGHLANDS S/D,1,SEBASTIAN HIGHLANDS S/D,B,01,DISINFECT/GASEOUS CHLORIN
3311136,SEBASTIAN HIGHLANDS S/D,1,SEBASTIAN HIGHLANDS S/D,C,14,PART-RMVL/RAPID SAND FIL
3311136,SEBASTIAN HIGHLANDS S/D,1,SEBASTIAN HIGHLANDS S/D,E,20,T-O CTRL/AERATION
3311136,SEBASTIAN HIGHLANDS S/D,1,SEBASTIAN HIGHLANDS S/D,H,24,SOFTENING/LIME-SODA
3311137,SEBASTIAN INLET STATE PARK SOUTH,1,SEBASTIAN INLET SOUTHSIDE,B,02,DISINFECT/HYPOCHLORIN
3311137,SEBASTIAN INLET STATE PARK SOUTH,1,SEBASTIAN INLET SOUTHSIDE,E,20,T-O CTRL/AERATION
3311139,SEBASTIAN RIVER MEDICAL CENTER,1,SEBASTIAN HOSPITAL,B,01,DISINFECT/GASEOUS CHLORIN
3311139,SEBASTIAN RIVER MEDICAL CENTER,1,SEBASTIAN HOSPITAL,E,20,T-O CTRL/AERATION
3311140,SEBASTIAN TRAILER PARK,1,SEBASTIAN TRAILER PARK,B,02,DISINFECT/HYPOCHLORIN
3311140,SEBASTIAN TRAILER PARK,1,SEBASTIAN TRAILER PARK,E,20,T-O CTRL/AERATION
3311156,SHADY REST MOBILE HOME PARK,1,SHADY REST MHP,B,01,DISINFECT/GASEOUS CHLORIN
3311167,SHILOH YOUTH RANCH,1,SHILOH YOUTH RANCH,B,02,DISINFECT/HYPOCHLORIN
3311167,SHILOH YOUTH RANCH,1,SHILOH YOUTH RANCH,C,29,PART-RMVL/CARTRIDGE FILTR
3311244,SPORTSMAN LODGE & MARINA,1,,B,02,DISINFECT/HYPOCHLORIN
3311244,SPORTSMAN LODGE & MARINA,1,,E,20,T-O CTRL/AERATION
3311258,SQUIRE VILLAGE MHP,1,SQUIRE VILLAGE,B,01,DISINFECT/GASEOUS CHLORIN
3311265,CHEVRON SERVICE STATION,1,,B,02,DISINFECT/HYPOCHLORIN
3311279,STEIL SERVICE STATION,1,STEIL SERVICE STATION,B,02,DISINFECT/HYPOCHLORIN
3311330,TANGLEWOOD VILLAGE MHP,1,,B,02,DISINFECT/HYPOCHLORIN
3311332,TASTY FREEZ RESTAURANT,1,,B,02,DISINFECT/HYPOCHLORIN
3311337,TEXACO CARWASH WEST,1,TEXACO CARWASH WEST,B,02,DISINFECT/HYPOCHLORIN
3311351,THE LEMON TREE,1,,B,02,DISINFECT/HYPOCHLORIN
3311396,TWI LITE MHP,1,,B,02,DISINFECT/HYPOCHLORIN
3311397,LAKEWOOD VILLAGE MHP,1,LAKEWOOD VILLAGE MHP,B,01,DISINFECT/GASEOUS CHLORIN
3311397,LAKEWOOD VILLAGE MHP,1,LAKEWOOD VILLAGE MHP,B,02,DISINFECT/HYPOCHLORIN
3311403,COURTESY HOUSE TRUCK PLAZA,1,SR 60 @ I-95,B,02,DISINFECT/HYPOCHLORIN
3311427,VERO BEACH HIGHLANDS C/O GAC,1,,B,01,DISINFECT/GASEOUS CHLORIN
3311429,VI'S SURF & TURF RESTAURANT,1,,B,02,DISINFECT/HYPOCHLORIN
3311432,VILLAGE GREEN EAST,1,VILLAGE GREEN EAST,B,01,DISINFECT/GASEOUS CHLORIN
3311432,VILLAGE GREEN EAST,1,VILLAGE GREEN EAST,D,18,CORR-CTRL/SEQUESTATION
3311432,VILLAGE GREEN EAST,1,VILLAGE GREEN EAST,D,19,CORR-CTRL/PH ADJUSTMENT
3311432,VILLAGE GREEN EAST,1,VILLAGE GREEN EAST,E,20,T-O CTRL/AERATION
3311432,VILLAGE GREEN EAST,1,VILLAGE GREEN EAST,Z,12,OTHER/SEDIMENTATION
3311432,VILLAGE GREEN EAST,1,VILLAGE GREEN EAST,Z,26,OTHER/REVERSE OSMOSIS
3311436,VISTA ROYALE WATER PLANT,1,VISTA ROYALE,B,02,DISINFECT/HYPOCHLORIN
3311441,WABASSO SCHOOL FOR EXCEPTIONAL,1,,B,02,DISINFECT/HYPOCHLORIN
3311441,WABASSO SCHOOL FOR EXCEPTIONAL,1,,G,18,IRON RMVL/SEQUESTATION
3311442,ROYAL OAKS MHP,1,ROYAL OAKS MHP,B,02,DISINFECT/HYPOCHLORIN
3311446,WASHINGTON SHOPPING PLAZA,1,WASHINGTON SHOPPING PLAZA,B,02,DISINFECT/HYPOCHLORIN
3311468,WHISPERING PALMS MHP,1,WHISPERING PALMS #1 (NORTH),B,01,DISINFECT/GASEOUS CHLORIN
3311468,WHISPERING PALMS MHP,2,WHISPERING PALMS TOO #2(SOUTH),B,01,DISINFECT/GASEOUS CHLORIN
3311469,ASPEN-WHISPERING PALMS TOO MHP,1,SEBASTIAN,B,02,DISINFECT/HYPOCHLORIN
3311479,WINTER BEACH HEAD START SCHOOL,1,WINTER BEACH HEAD START SCHOOL,B,02,DISINFECT/HYPOCHLORIN
3311486,WOODLAWN MANOR MOBILE HOME PK,1,,B,02,DISINFECT/HYPOCHLORIN
3311508,IRCU/RIVERS EDGE,1,RIVERS EDGE,B,01,DISINFECT/GASEOUS CHLORIN
3311508,IRCU/RIVERS EDGE,1,RIVERS EDGE,C,08,PART-RMVL/MICROSCREENING
3311508,IRCU/RIVERS EDGE,1,RIVERS EDGE,D,19,CORR-CTRL/PH ADJUSTMENT
3311508,IRCU/RIVERS EDGE,1,RIVERS EDGE,E,28,T-O CTRL/PACKED TWR-AERA
3311508,IRCU/RIVERS EDGE,1,RIVERS EDGE,Z,26,OTHER/REVERSE OSMOSIS
3311521,FRIARS DONUTS,1,CHINESE SIAM EXPRESS,B,02,DISINFECT/HYPOCHLORIN
3311522,SEBASTIAN RIVER MIDDLE JR H S,1,SEBASTIAN RIVER MIDDLE JR H.S.,B,02,DISINFECT/HYPOCHLORIN
3311533,ROSELAND SHOPPING CENTER,1,US 1/ROSELAND,B,01,DISINFECT/GASEOUS CHLORIN
3311557,SANDRIFT MOTEL,1,SANDRIFT MOTEL WTP,B,02,DISINFECT/HYPOCHLORIN
3311557,SANDRIFT MOTEL,1,SANDRIFT MOTEL WTP,E,20,T-O CTRL/AERATION
3311580,INLET TRAILER PARK,1,SEBASTIAN,B,02,DISINFECT/HYPOCHLORIN
3311590,INDIAN RIVER CO/BENT PINE,1,WINTER BEACH,B,02,DISINFECT/HYPOCHLORIN
3314007,OYSTER POINTE/OYSTER BAY RESORT,1,OYSTER POINT/OYSTER BAY WTP,B,01,DISINFECT/GASEOUS CHLORIN
3314008,TRADE WINDS SKATING CENTER,1,SKATETOWN U.S.A.,B,02,DISINFECT/HYPOCHLORIN
3314037,FELLSMERE ELEMENTARY SCHOOL,1,FELLSMERE ELEMENTARY SCHOOL,B,01,DISINFECT/GASEOUS CHLORIN
3314040,HERCULES INCORPORATED,1,,B,02,DISINFECT/HYPOCHLORIN
3314051,SEBASTIAN GOLF COURSE,1,SEBASTIAN GOLF COURSE WTP,B,01,DISINFECT/GASEOUS CHLORIN
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),1,SOUTH COUNTY R.O.,B,02,DISINFECT/HYPOCHLORIN
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),1,SOUTH COUNTY R.O.,C,29,PART-RMVL/CARTRIDGE FILTR
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),1,SOUTH COUNTY R.O.,D,18,CORR-CTRL/SEQUESTATION
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),1,SOUTH COUNTY R.O.,D,19,CORR-CTRL/PH ADJUSTMENT
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),1,SOUTH COUNTY R.O.,E,28,T-O CTRL/PACKED TWR-AERA
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),1,SOUTH COUNTY R.O.,H,26,SOFTENING/REVERSE OSMOSIS
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),1,SOUTH COUNTY R.O.,Z,18,OTHER/SEQUESTATION
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),1,SOUTH COUNTY R.O.,Z,27,OTHER/FLUORIDATION
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),2,NORTH HOBART RO,B,02,DISINFECT/HYPOCHLORIN
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),2,NORTH HOBART RO,C,29,PART-RMVL/CARTRIDGE FILTR
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),2,NORTH HOBART RO,D,18,CORR-CTRL/SEQUESTATION
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),2,NORTH HOBART RO,D,19,CORR-CTRL/PH ADJUSTMENT
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),2,NORTH HOBART RO,E,28,T-O CTRL/PACKED TWR-AERA
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),2,NORTH HOBART RO,H,26,SOFTENING/REVERSE OSMOSIS
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),2,NORTH HOBART RO,Z,18,OTHER/SEQUESTATION
3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),2,NORTH HOBART RO,Z,27,OTHER/FLUORIDATION
3314053,WAYFARA RESTAURANT,1,WAYFARA RESTAURANT,B,02,DISINFECT/HYPOCHLORIN
3314053,WAYFARA RESTAURANT,1,WAYFARA RESTAURANT,E,20,T-O CTRL/AERATION
3314053,WAYFARA RESTAURANT,1,WAYFARA RESTAURANT,H,25,SOFTENING/ION EXCHANGE
3314055,COUNTRYSIDE NORTH MHP,1,COUNTRYSIDE NORTH MHP,B,02,DISINFECT/HYPOCHLORIN
3314055,COUNTRYSIDE NORTH MHP,1,COUNTRYSIDE NORTH MHP,D,18,CORR-CTRL/SEQUESTATION
3314055,COUNTRYSIDE NORTH MHP,1,COUNTRYSIDE NORTH MHP,D,19,CORR-CTRL/PH ADJUSTMENT
3314055,COUNTRYSIDE NORTH MHP,1,COUNTRYSIDE NORTH MHP,E,20,T-O CTRL/AERATION
3314055,COUNTRYSIDE NORTH MHP,1,COUNTRYSIDE NORTH MHP,K,26,DESALINAT/REVERSE OSMOSIS
3314055,COUNTRYSIDE NORTH MHP,1,COUNTRYSIDE NORTH MHP,Z,12,OTHER/SEDIMENTATION
3314056,BAYTREE R/O WATER PLANT,1,BAYTREE R/O WATER PLANT,B,02,DISINFECT/HYPOCHLORIN
3314056,BAYTREE R/O WATER PLANT,1,BAYTREE R/O WATER PLANT,D,18,CORR-CTRL/SEQUESTATION
3314056,BAYTREE R/O WATER PLANT,1,BAYTREE R/O WATER PLANT,E,20,T-O CTRL/AERATION
3314056,BAYTREE R/O WATER PLANT,1,BAYTREE R/O WATER PLANT,Z,26,OTHER/REVERSE OSMOSIS
3314057,IRCU/NORTH BEACH PLANT,1,NORTH BEACH R.O.PLANT,B,01,DISINFECT/GASEOUS CHLORIN
3314057,IRCU/NORTH BEACH PLANT,1,NORTH BEACH R.O.PLANT,C,29,PART-RMVL/CARTRIDGE FILTR
3314057,IRCU/NORTH BEACH PLANT,1,NORTH BEACH R.O.PLANT,D,19,CORR-CTRL/PH ADJUSTMENT
3314057,IRCU/NORTH BEACH PLANT,1,NORTH BEACH R.O.PLANT,E,28,T-O CTRL/PACKED TWR-AERA
3314057,IRCU/NORTH BEACH PLANT,1,NORTH BEACH R.O.PLANT,H,18,SOFTENING/SEQUESTATION
3314057,IRCU/NORTH BEACH PLANT,1,NORTH BEACH R.O.PLANT,K,26,DESALINAT/REVERSE OSMOSIS
3314057,IRCU/NORTH BEACH PLANT,1,NORTH BEACH R.O.PLANT,Z,19,OTHER/PH ADJUSTMENT
3314058,HERON CAY,1,HERON CAY,B,01,DISINFECT/GASEOUS CHLORIN
3314059,BAY STREET MEDICAL CENTER,1,BAY STREET [MEDICAL] CENTER,B,02,DISINFECT/HYPOCHLORIN
3314059,BAY STREET MEDICAL CENTER,1,BAY STREET [MEDICAL] CENTER,E,20,T-O CTRL/AERATION
3314060,IRCU/PELICAN POINTE,1,PELICAN POINTE,B,01,DISINFECT/GASEOUS CHLORIN
3314060,IRCU/PELICAN POINTE,1,PELICAN POINTE,C,08,PART-RMVL/MICROSCREENING
3314060,IRCU/PELICAN POINTE,1,PELICAN POINTE,D,19,CORR-CTRL/PH ADJUSTMENT
3314060,IRCU/PELICAN POINTE,1,PELICAN POINTE,E,20,T-O CTRL/AERATION
3314060,IRCU/PELICAN POINTE,1,PELICAN POINTE,Z,26,OTHER/REVERSE OSMOSIS
3314061,MARSH ISLAND R.O. W.T.P.,1,MARSH ISLAND R.O. W.T.P.,B,02,DISINFECT/HYPOCHLORIN
3314061,MARSH ISLAND R.O. W.T.P.,1,MARSH ISLAND R.O. W.T.P.,C,26,PART-RMVL/REVERSE OSMOSIS
3314061,MARSH ISLAND R.O. W.T.P.,1,MARSH ISLAND R.O. W.T.P.,D,18,CORR-CTRL/SEQUESTATION
3314061,MARSH ISLAND R.O. W.T.P.,1,MARSH ISLAND R.O. W.T.P.,E,20,T-O CTRL/AERATION
3314061,MARSH ISLAND R.O. W.T.P.,1,MARSH ISLAND R.O. W.T.P.,Z,26,OTHER/REVERSE OSMOSIS
3314062,GUISEPPE'S PIZZA #2,1,GUISEPPE'S PIZZA #2,B,02,DISINFECT/HYPOCHLORIN
3314063,ROYAL'S TRAILER PARK,1,"ROYAL'S T/P, HAROLD & BEA",B,02,DISINFECT/HYPOCHLORIN
3314064,BETHEL FOOD MARKET,1,BETHEL FOOD MARKET,B,02,DISINFECT/HYPOCHLORIN
3314065,CALVARY BAPTIST CHURCH,1,CALVERY BAPTIST CHURCH,A,,NO TRTMT
3314066,CALVARY TEMPLE ASSEMBLY OF GOD,1,CALVERY TEMPLE ASSEMBLY OF GOD,B,02,DISINFECT/HYPOCHLORIN
3314067,CHURCH OF CHRIST HOLINESS,1,CHURCH OF CHRIST HOLINESS,B,02,DISINFECT/HYPOCHLORIN
3314069,CHURCH OF THE NAZARENE,1,CHURCH OF THE NAZARENE,B,02,DISINFECT/HYPOCHLORIN
3314070,CHARLIE'S BAR-B-QUE,1,CHARLIE'S BAR-B-QUE,B,02,DISINFECT/HYPOCHLORIN
3314071,CARL'S PLACE,1,CARL'S PLACE,B,02,DISINFECT/HYPOCHLORIN
3314075,CUMBERLAND FARMS #9529,1,CUMBERLAND FARMS #9529,B,02,DISINFECT/HYPOCHLORIN
3314075,CUMBERLAND FARMS #9529,1,CUMBERLAND FARMS #9529,H,25,SOFTENING/ION EXCHANGE
3314077,EARL'S HIDEAWAY BAR&RESTAURANT,1,EARL'S HIDEWAY BAR & RESTAUR'T,B,02,DISINFECT/HYPOCHLORIN
3314078,FAITH BAPTIST CHURCH,1,FAITH BAPTIST CHURCH,B,02,DISINFECT/HYPOCHLORIN
3314079,FIRST BAPTIST CHURCH / WABASSO,1,FIRST BAPTIST CHURCH / WABASSO,B,02,DISINFECT/HYPOCHLORIN
