PWS ID,PWS Name,Status,County,Population Served,Fluoride Product,Fluoridated,Water Source
FL-6292453,OAKWOOD ACRES APTS,Consecutive,Hillsborough (Primary),72,H2SiF6,Yes,Ground
FL-6292643,REGENCY OAKS,Non-Adjusted,Hillsborough (Primary),52,Natural                       ,No,Ground
FL-6292645,RIVERBREEZE MHP,Non-Adjusted,Hillsborough (Primary),27,Natural                       ,No,Ground
FL-6292647,YAK'S MHP,Non-Adjusted,Hillsborough (Primary),39,Natural                       ,No,Ground
FL-6292653,LARRET MHP,Non-Adjusted,Hillsborough (Primary),45,Natural                       ,No,Ground
FL-6292654,OAKBROOK MOBILE HOME PARK,Non-Adjusted,Hillsborough (Primary),358,Natural                       ,No,Ground
FL-6292655,STRAWBERRY SQUARE MHP,Non-Adjusted,Hillsborough (Primary),179,Natural                       ,No,Ground
FL-6292755,RAINBOW ROCK MHP,Non-Adjusted,Hillsborough (Primary),67,Natural                       ,No,Ground
FL-6292786,CHURCH OF GOD CAMPGROUND,Non-Adjusted,Hillsborough (Primary),72,Natural                       ,No,Ground
FL-6292787,CRYSTAL-KAY TP,Non-Adjusted,Hillsborough (Primary),45,Natural                       ,No,Ground
FL-6294172,GREEN OAKS MHP,Non-Adjusted,Hillsborough (Primary),55,Natural                       ,No,Ground
FL-6294343,HOLLEY COURT APTS,Non-Adjusted,Hillsborough (Primary),36,Natural                       ,No,Ground
FL-6294344,TOWERING PINES,Non-Adjusted,Hillsborough (Primary),31,Natural                       ,No,Ground
FL-6294409,HIGHLAND APARTMENTS,Non-Adjusted,Hillsborough (Primary),43,Natural                       ,No,Ground
FL-6294552,JULIE APTS,Non-Adjusted,Hillsborough (Primary),29,Natural                       ,No,Ground
FL-6294612,RIVER PALM RV RESORT,Non-Adjusted,Hillsborough (Primary),536,Natural                       ,No,Ground
FL-6294714,STAR-LITE TP,Non-Adjusted,Hillsborough (Primary),102,Natural                       ,No,Ground
FL-6294733,SILVER DOLLAR GOLF CLUB,Non-Adjusted,Hillsborough (Primary),590,Natural                       ,No,Ground
FL-6294775,MANATEE RVP,Natural,Hillsborough (Primary),59,Natural                       ,Yes,Ground
FL-6294792,SOUTHERN AIRE RVP,Non-Adjusted,Hillsborough (Primary),89,Natural                       ,No,Ground
FL-6294850,MEADOWS OF COUNTRYWOOD,Non-Adjusted,Hillsborough (Primary),2094,Natural                       ,No,Ground
FL-6294856,EASTFIELD SLOPES CONDO ASSOC,Non-Adjusted,Hillsborough (Primary),268,Natural                       ,No,Ground
FL-6295112,OAKWOOD CT APTS,Non-Adjusted,Hillsborough (Primary),46,Natural                       ,No,Ground
FL-6295151,DOWNING LLC,Non-Adjusted,Hillsborough (Primary),60,Natural                       ,No,Ground
FL-6295172,SUNRISE MOBILE HOME PARK,Non-Adjusted,Hillsborough (Primary),40,Natural                       ,No,Ground
FL-6295177,WOODARD MANOR,Non-Adjusted,Hillsborough (Primary),89,Natural                       ,No,Ground
FL-6295183,BAY HILLS VILLAGE CONDO ASSOCIATION,Non-Adjusted,Hillsborough (Primary),195,Natural                       ,No,Ground
FL-6295184,PINE HAVEN MHP,Non-Adjusted,Hillsborough (Primary),63,Natural                       ,No,Ground
FL-6295191,PARKWOOD ESTATES,Non-Adjusted,Hillsborough (Primary),384,Natural                       ,No,Ground
FL-6295240,RIVER RUN MHP,Non-Adjusted,Hillsborough (Primary),54,Natural                       ,No,Ground
FL-6295265,COUNTRY OAKS ADULT MHP,Non-Adjusted,Hillsborough (Primary),32,Natural                       ,No,Ground
FL-6295275,CITRUS HILLS RVP,Non-Adjusted,Hillsborough (Primary),329,Natural                       ,No,Ground
FL-6295310,PILGRIM HATHCOCK VILLAGE MHP,Non-Adjusted,Hillsborough (Primary),45,Natural                       ,No,Ground
FL-6295311,MAGNOLIA HILL MOBILE HOME PARK,Non-Adjusted,Hillsborough (Primary),80,Natural                       ,No,Ground
FL-6295355,HOPE CHILDREN'S HOME,Non-Adjusted,Hillsborough (Primary),243,Natural                       ,No,Ground
FL-6295376,SUNDIAL MHP AND CAMPGROUND,Non-Adjusted,Hillsborough (Primary),116,Natural                       ,No,Ground
FL-6295398,SUN LAND MHP,Non-Adjusted,Hillsborough (Primary),36,Natural                       ,No,Ground
FL-6295413,SUNSET MANOR,Non-Adjusted,Hillsborough (Primary),66,Natural                       ,No,Ground
FL-6295453,PARK VILLAGE MHP,Non-Adjusted,Hillsborough (Primary),64,Natural                       ,No,Ground
FL-6295471,ASHLEY OAKS MOBILE HOME PARK,Non-Adjusted,Hillsborough (Primary),54,Natural                       ,No,Ground
FL-6295491,PLEASANT GROVE ASSEMBLY OF GOD,Non-Adjusted,Hillsborough (Primary),89,Natural                       ,No,Ground
FL-6295507,HUTTO'S MHP,Non-Adjusted,Hillsborough (Primary),67,Natural                       ,No,Ground
FL-6295523,HIDE-A-WAY R.V. RESORT,Non-Adjusted,Hillsborough (Primary),556,Natural                       ,No,Ground
FL-6295569,HILLSBOROUGH MHP,Non-Adjusted,Hillsborough (Primary),54,Natural                       ,No,Ground
FL-6295577,NATURE'S TRAIL MHP,Non-Adjusted,Hillsborough (Primary),45,Natural                       ,No,Ground
FL-6295604,FRESH START MHP,Non-Adjusted,Hillsborough (Primary),37,Natural                       ,No,Ground
FL-6295613,CYPRESS MOBILE HOME PARK,Non-Adjusted,Hillsborough (Primary),54,Natural                       ,No,Ground
FL-6295614,RAINBOW FOREST MHP/ WIG-WAM,Non-Adjusted,Hillsborough (Primary),89,Natural                       ,No,Ground
FL-6295621,SHEARWOOD M.H.P.,Non-Adjusted,Hillsborough (Primary),33,Natural                       ,No,Ground
FL-6295629,P AND P MOBILE HOME PARK,Non-Adjusted,Hillsborough (Primary),23,Natural                       ,No,Ground
FL-6295647,ORANGE BLOSSOM TRAILER PARK,Non-Adjusted,Hillsborough (Primary),56,Natural                       ,No,Ground
FL-6295649,GREEN ACRES,Non-Adjusted,Hillsborough (Primary),40,Natural                       ,No,Ground
FL-6295970,IRIS COURT APARTMENTS SOUTH,Non-Adjusted,Hillsborough (Primary),32,Natural                       ,No,Ground
FL-6295971,PATRICIA HEARD MLC,Non-Adjusted,Hillsborough (Primary),79,Natural                       ,No,Ground
FL-6295983,HAPPY HOMES MOBILE HOME PARK,Non-Adjusted,Hillsborough (Primary),192,Natural                       ,No,Ground
FL-6295994,SILVER DOLLAR SHOOTERS CLUB,Non-Adjusted,Hillsborough (Primary),156,Natural                       ,No,Ground
FL-6296005,ST. FRANCIS FOUNDATION INC,Non-Adjusted,Hillsborough (Primary),45,Natural                       ,No,Ground
FL-6296039,EAST POINT ASSEMBLY OF GOD,Non-Adjusted,Hillsborough (Primary),22,Natural                       ,No,Ground
FL-6296085,THE LAKES OF WELLINGTON,Non-Adjusted,Hillsborough (Primary),232,Natural                       ,No,Ground
FL-6296139,TAMPA BAY WATER REG. SURFACE WP,Non-Adjusted,Hillsborough (Primary),22,Natural                       ,No,Ground
FL-6296143,JAYMAR VILLAS,Non-Adjusted,Hillsborough (Primary),488,Natural                       ,No,Ground
FL-6296145,FAIRVIEW MHP,Consecutive,Hillsborough (Primary),85,H2SiF6,Yes,Surface
FL-6296153,TAMPA BAY SEAWATER DESALINATION FACILITY,Non-Adjusted,Hillsborough (Primary),22,Natural                       ,No,Surface
FL-6296175,SUNPOINT MHP,Non-Adjusted,Hillsborough (Primary),61,Natural                       ,No,Ground
FL-6296177,TAMPA BAY WATER MORRIS BRIDGE PUMP STA,Consecutive,Hillsborough (Primary),22,Natural                       ,No,Ground
FL-6296194,BARRINGTON OAKS,Non-Adjusted,Hillsborough (Primary),116,Natural                       ,No,Ground
FL-6296199,PROMENADE SUBDIVISION,Consecutive,Hillsborough (Primary),179,H2SiF6,Yes,Surface
FL-6296217,CPM PROPERTIES,Non-Adjusted,Hillsborough (Primary),27,Natural                       ,No,Ground
FL-6296224,SAN JOSE MISSION,Non-Adjusted,Hillsborough (Primary),335,Natural                       ,No,Ground
FL-6296243,FISHHAWK RANCH TOWNHOMES,Consecutive,Hillsborough (Primary),895,H2SiF6,Yes,Surface
FL-6296249,ON THE PARK TOWNHOMES,Consecutive,Hillsborough (Primary),58,H2SiF6,Yes,Surface
FL-6296251,SOUTH SHORE FALLS SOUTH MASTER METER #1,Consecutive,Hillsborough (Primary),890,H2SiF6,Yes,Surface
FL-6296281,VILLAGE CENTRE TOWNHOMES,Consecutive,Hillsborough (Primary),161,H2SiF6,Yes,Surface
FL-6296291,RUSKIN MOBILES,Non-Adjusted,Hillsborough (Primary),44,Natural                       ,No,Ground
FL-6296317,SKIPPER MHP,Non-Adjusted,Hillsborough (Primary),63,Natural                       ,No,Ground
FL-6296319,BUD WELL #7 WTP,Consecutive,Hillsborough (Primary),22,Natural                       ,No,Ground
FL-6296320,BUD WELL #5 WTP,Consecutive,Hillsborough (Primary),22,Natural                       ,No,Ground
FL-6296364,RICHARD HIGGINS MHP,Non-Adjusted,Hillsborough (Primary),43,Natural                       ,No,Ground
FL-6296389,SHERWOOD MHP WEST,Non-Adjusted,Hillsborough (Primary),40,Natural                       ,No,Ground
FL-6382055,WILLISTON WTP,Non-Adjusted,Levy (Primary),2146,Natural                       ,No,Ground
FL-6382056,INGLIS WATER DEPT.,Non-Adjusted,Levy (Primary),1341,Natural                       ,No,Ground
FL-6382108,INGLEWOOD ESTATES MH S,Non-Adjusted,Levy (Primary),134,Natural                       ,No,Ground
FL-6382116,YANKEETOWN WATER DEPT.,Non-Adjusted,Levy (Primary),451,Natural                       ,No,Ground
FL-6410182,BRADENTON CITY OF,Adjusted,Manatee (Primary),48649,H2SiF6,Yes,Surface
FL-6410322,PALMETTO WATER DEPT,Consecutive,Manatee (Primary),11271,H2SiF6,Yes,Surface
FL-6411078,LINGER LODGE TR TRAILER PARK,Non-Adjusted,Manatee (Primary),224,Natural                       ,No,Ground
FL-6411098,TOWN OF LONGBOAT KEY,Consecutive,Manatee (Primary),6798,H2SiF6,Yes,Surface
FL-6411132,MANATEE COUNTY UTILITIES DEPT,Adjusted,Manatee (Primary),400018,H2SiF6,Yes,Mixed
FL-6412418,SUNNY SHORES WATER COMP,Consecutive,Manatee (Primary),402,H2SiF6,Yes,Surface
FL-6412533,HEATHER HILLS ESTATES,Consecutive,Manatee (Primary),626,H2SiF6,Yes,Ground
FL-6412551,HARBOUR ISLES MASTER ASSOCIATION,Consecutive,Manatee (Primary),179,H2SiF6,Yes,Surface
FL-6420103,BAHIA OAKS,Consecutive,Marion (Primary),1073,H2SiF6,Yes,Ground
FL-6420467,DOGWOOD ACRES,Non-Adjusted,Marion (Primary),162,Natural                       ,No,Ground
FL-6420619,FOXWOOD FARMS (RONALD LAFERTE),Non-Adjusted,Marion (Primary),297,Natural                       ,No,Ground
FL-6421144,MARION OAKS SUB DIVISION,Non-Adjusted,Marion (Primary),30103,Natural                       ,No,Ground
FL-6421512,RIO VISTA/ASTOR WEST,Non-Adjusted,Marion (Primary),358,Natural                       ,No,Ground
FL-6421952,WESTWOOD MOBILE HOME PARK,Non-Adjusted,Marion (Primary),134,Natural                       ,No,Ground
FL-6422359,OAK TREE VILLAGE APTS & CAMPGR,Non-Adjusted,Marion (Primary),368,Natural                       ,No,Ground
FL-6422362,ARROWHEAD CAMPSITES,Non-Adjusted,Marion (Primary),89,Natural                       ,No,Ground
FL-6422679,RAINBOW SPRINGS CC ESTATES,Non-Adjusted,Marion (Primary),1633,Natural                       ,No,Ground
FL-6424073,"DUNNELLON, CITY OF",Non-Adjusted,Marion (Primary),1719,Natural                       ,No,Ground
FL-6424076,GOLDEN HILLS GOLF AND TURF,Non-Adjusted,Marion (Primary),1662,Natural                       ,No,Ground
FL-6424083,RAINBOW LAKES ESTATES,Non-Adjusted,Marion (Primary),1630,Natural                       ,No,Ground
FL-6424352,COUNTRY OAKS,Non-Adjusted,Marion (Primary),82,Natural                       ,No,Ground
FL-6424371,SATEKE VILLAGE,Non-Adjusted,Marion (Primary),77,Natural                       ,No,Ground
FL-6424589,INTERNATIONAL VILLAS,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground
FL-6424590,LIBRA OAKS,Non-Adjusted,Marion (Primary),286,Natural                       ,No,Ground
FL-6424591,RIDGE MEADOWS,Non-Adjusted,Marion (Primary),204,Natural                       ,No,Ground
FL-6424618,PADDOCK DOWNS,Non-Adjusted,Marion (Primary),344,Natural                       ,No,Ground
FL-6424619,ON TOP OF THE WORLD,Non-Adjusted,Marion (Primary),11535,Natural                       ,No,Ground
FL-6424620,SADDLE OAK CLUB MHP,Non-Adjusted,Marion (Primary),581,Natural                       ,No,Ground
FL-6424621,OCALA JOCKEY CLUB S/D,Non-Adjusted,Marion (Primary),89,Natural                       ,No,Ground
FL-6424623,GOLDEN HILLS MHP,Non-Adjusted,Marion (Primary),289,Natural                       ,No,Ground
FL-6424627,MARION LANDING,Non-Adjusted,Marion (Primary),894,Natural                       ,No,Ground
FL-6424629,THE FALLS OF OCALA,Non-Adjusted,Marion (Primary),107,Natural                       ,No,Ground
FL-6424630,OAK RUN ESTATES,Non-Adjusted,Marion (Primary),10540,Natural                       ,No,Ground
FL-6424632,WOODS AND MEADOWS,Non-Adjusted,Marion (Primary),1552,Natural                       ,No,Ground
FL-6424652,SPRUCE CREEK UTILITY CO INC.,Non-Adjusted,Marion (Primary),6248,Natural                       ,No,Ground
FL-6424653,DEER CREEK MOBILE HOME S/D,Non-Adjusted,Marion (Primary),156,Natural                       ,No,Ground
FL-6424673,THE CENTERS,Non-Adjusted,Marion (Primary),89,Natural                       ,No,Ground
FL-6424678,MAJESTIC OAKS - PIGGEON PARK,Non-Adjusted,Marion (Primary),1292,Natural                       ,No,Ground
FL-6424689,SWEETWATER OAKS,Non-Adjusted,Marion (Primary),215,Natural                       ,No,Ground
FL-6424704,FAIRFIELD VILLAGE,Non-Adjusted,Marion (Primary),447,Natural                       ,No,Ground
FL-6424706,HAMPTON MANOR WEST,Non-Adjusted,Marion (Primary),45,Natural                       ,No,Ground
FL-6424741,HAMPTON MANOR GARDENS ACLF,Non-Adjusted,Marion (Primary),67,Natural                       ,No,Ground
FL-6424749,SPRUCE CREEK PRESERVE,Non-Adjusted,Marion (Primary),1302,Natural                       ,No,Ground
FL-6424768,GOLDEN OCALA,Non-Adjusted,Marion (Primary),163,Natural                       ,No,Ground
FL-6424785,OCALA PALMS,Non-Adjusted,Marion (Primary),1802,Natural                       ,No,Ground
FL-6424804,JULIETTE FALLS,Non-Adjusted,Marion (Primary),32,Natural                       ,No,Ground
FL-6510050,ALOHA GARDENS UTILITIES,Consecutive,Pasco (Primary),7275,Natural                       ,No,Ground
FL-6510165,BLUE JAY MHP,Non-Adjusted,Pasco (Primary),376,Natural                       ,No,Ground
FL-6510216,CRYSTAL SPRINGS WATER SYSTEM,Non-Adjusted,Pasco (Primary),939,Natural                       ,No,Ground
FL-6510324,PORT RICHEY WATER DEPT-CITY OF,Consecutive,Pasco (Primary),6888,H2SiF6,Yes,Ground
FL-6510325,SAN ANTONIO WATER DEPT-CITY OF,Non-Adjusted,Pasco (Primary),1802,Natural                       ,No,Ground
FL-6510355,COLONIAL MANOR WATER SYSTEM,Consecutive,Pasco (Primary),1604,Natural                       ,No,Ground
FL-6510378,COUNTRY AIRE ESTATES,Non-Adjusted,Pasco (Primary),72,Natural                       ,No,Ground
FL-6510379,COUNTRY AIRE VILLAGE MHP,Non-Adjusted,Pasco (Primary),581,Natural                       ,No,Ground
FL-6510389,COUNTRY VILLAGE MHP,Non-Adjusted,Pasco (Primary),72,Natural                       ,No,Ground
FL-6510403,CRESTRIDGE GDNS. UTILITIES,Non-Adjusted,Pasco (Primary),1081,Natural                       ,No,Ground
FL-6510424,DADE CITY WATER DEPT,Non-Adjusted,Pasco (Primary),12851,Natural                       ,No,Ground
FL-6510461,DIXIE GROVES ESTATES,Non-Adjusted,Pasco (Primary),787,Natural                       ,No,Ground
FL-6510603,PCUD-FLORIDA ESTATES (EAST PASCO),Consecutive,Pasco (Primary),549,Natural                       ,No,Ground
FL-6510620,CYPRESS COVE - FOXWOOD,Non-Adjusted,Pasco (Primary),1420,Natural                       ,No,Ground
FL-6510650,GEM ESTATES MH VILLAGE,Non-Adjusted,Pasco (Primary),378,Natural                       ,No,Ground
FL-6510678,TROPIC BREEZE,Non-Adjusted,Pasco (Primary),112,Natural                       ,No,Ground
FL-6510689,GREENHILLS ESTATES,Non-Adjusted,Pasco (Primary),215,Natural                       ,No,Ground
FL-6510709,HACIENDA VILLAGE MHP,Non-Adjusted,Pasco (Primary),858,Natural                       ,No,Ground
FL-6510760,PCUD-HICKORY HILL (EAST PASCO),Non-Adjusted,Pasco (Primary),333,Natural                       ,No,Ground
FL-6510778,"HILLCREST ESTATES, INC.",Non-Adjusted,Pasco (Primary),116,Natural                       ,No,Ground
FL-6510807,HOLIDAY GARDENS UTIL INC,Consecutive,Pasco (Primary),792,Natural                       ,No,Ground
FL-6511076,LINDA LAKE GROVES,Non-Adjusted,Pasco (Primary),253,Natural                       ,No,Ground
FL-6511077,GULF HARBORS,Non-Adjusted,Pasco (Primary),8146,Natural                       ,No,Ground
FL-6511255,NEW PORT RICHEY WATER DEPT,Adjusted,Pasco (Primary),29506,H2SiF6,Yes,Ground
FL-6511307,ORANGELAND SUBDIVISION,Non-Adjusted,Pasco (Primary),166,Natural                       ,No,Ground
FL-6511311,ORANGEWOOD WATER SYSTEM,Non-Adjusted,Pasco (Primary),5780,Natural                       ,No,Ground
FL-6511315,OSCEOLA MOBILE HOME PARK,Non-Adjusted,Pasco (Primary),114,Natural                       ,No,Ground
FL-6511331,PALM TERRACE GARDENS,Consecutive,Pasco (Primary),2274,Natural                       ,No,Ground
FL-6511332,PALM TREE ACRES MHP,Non-Adjusted,Pasco (Primary),447,Natural                       ,No,Ground
FL-6511348,PARKVIEW ACRES,Non-Adjusted,Pasco (Primary),170,Natural                       ,No,Ground
FL-6511360,ANGUS VALLEY,Non-Adjusted,Pasco (Primary),1607,Natural                       ,No,Ground
FL-6511361,PCUD-WEST,Consecutive,Pasco (Primary),191710,Natural                       ,No,Ground
FL-6511388,PCUD-PINE BREEZE (EAST PASCO),Consecutive,Pasco (Primary),156,Natural                       ,No,Ground
FL-6511423,SUMMER-TREE,Consecutive,Pasco (Primary),2548,Natural                       ,No,Ground
FL-6511569,S PRETTY POND MHP,Non-Adjusted,Pasco (Primary),72,Natural                       ,No,Ground
FL-6511710,ST.LEO ABBEY WATER DEPT,Non-Adjusted,Pasco (Primary),224,Natural                       ,No,Ground
FL-6511745,PCUD-SUNBURST HILL(EAST PASCO),Non-Adjusted,Pasco (Primary),453,Natural                       ,No,Ground
FL-6511824,TIPPECANOE VILLAGE HOMEOWN ASS,Non-Adjusted,Pasco (Primary),429,Natural                       ,No,Ground
FL-6511850,TRAVELERS REST RESORT INC,Non-Adjusted,Pasco (Primary),1252,Natural                       ,No,Ground
FL-6511859,TROPICAL TRAILER PARK,Non-Adjusted,Pasco (Primary),224,Natural                       ,No,Ground
FL-6511907,VIRGINIA CITY,Consecutive,Pasco (Primary),704,Natural                       ,No,Ground
FL-6511953,WESTWOOD S/D (LOREN ECOFF MGR),Non-Adjusted,Pasco (Primary),308,Natural                       ,No,Ground
FL-6512004,WOODDALE MHP,Non-Adjusted,Pasco (Primary),238,Natural                       ,No,Ground
FL-6512018,ZEPHYR SHORES MOBILE HOME EST,Consecutive,Pasco (Primary),874,Natural                       ,No,Ground
FL-6512020,ZEPHYRHILLS  CITY OF,Non-Adjusted,Pasco (Primary),25558,Natural                       ,No,Ground
FL-6512033,BLANTON LAKE PARK,Non-Adjusted,Pasco (Primary),123,Natural                       ,No,Ground
FL-6512064,TURTLE LAKE S/D,Non-Adjusted,Pasco (Primary),6278,Natural                       ,No,Ground
FL-6512069,ORANGEWOOD LAKES MHP,Non-Adjusted,Pasco (Primary),404,Natural                       ,No,Ground
FL-6512070,JASMINE LAKES UTL,Consecutive,Pasco (Primary),2960,Natural                       ,No,Ground
FL-6512177,ANCLOTE VILLAGE,Consecutive,Pasco (Primary),1124,H2SiF6,Yes,Ground
FL-6512182,CARIBBEAN MOBILE HOME ESTATES,Non-Adjusted,Pasco (Primary),111,Natural                       ,No,Ground
FL-6512198,LAKE BAMBI MH RANCH,Non-Adjusted,Pasco (Primary),89,Natural                       ,No,Ground
FL-6512200,PCUD-NORTHEAST,Non-Adjusted,Pasco (Primary),832,Natural                       ,No,Ground
FL-6512205,PCUD-PASADENA SHORES(E PASCO),Non-Adjusted,Pasco (Primary),102,Natural                       ,No,Ground
FL-6512214,SEVEN SPRINGS,Consecutive,Pasco (Primary),29358,Natural                       ,No,Ground
FL-6512226,HUDSON WATER WORKS,Non-Adjusted,Pasco (Primary),6974,Natural                       ,No,Ground
FL-6512230,TAMPA BAY WATER -CYPRESS CREEK,Consecutive,Pasco (Primary),22,Natural                       ,No,Ground
FL-6512309,HOLIDAY OAKS CONDO ASSN,Non-Adjusted,Pasco (Primary),45,Natural                       ,No,Ground
FL-6512537,LAKESIDE OAKS MHP,Non-Adjusted,Pasco (Primary),54,Natural                       ,No,Ground
FL-6514120,PCUD-SOUTHEAST #2,Consecutive,Pasco (Primary),514,Natural                       ,No,Ground
FL-6514545,PARADISE LAKES,Consecutive,Pasco (Primary),1049,Natural                       ,No,Ground
FL-6514837,TIMBER LAKES ESTATES,Non-Adjusted,Pasco (Primary),1095,Natural                       ,No,Ground
FL-6514838,RAMBLEWOOD MHP,Non-Adjusted,Pasco (Primary),359,Natural                       ,No,Ground
FL-6514841,FOREST GREEN MHP,Non-Adjusted,Pasco (Primary),253,Natural                       ,No,Ground
FL-6514842,LABRADOR UTILITIES INC.,Non-Adjusted,Pasco (Primary),2107,Natural                       ,No,Ground
FL-6514852,CHELSEA MEADOWS / WATERS EDGE,Non-Adjusted,Pasco (Primary),107,Natural                       ,No,Ground
FL-6514862,HUDSON HOUSE ALF,Non-Adjusted,Pasco (Primary),40,Natural                       ,No,Ground
FL-6514873,GLENDALE VILLAS / LOL VILLAGE APTS,Non-Adjusted,Pasco (Primary),266,Natural                       ,No,Ground
FL-6515161,ST. LEO UNIVERSITY,Non-Adjusted,Pasco (Primary),2236,Natural                       ,No,Ground
FL-6515179,SOUTH FORK MHP,Non-Adjusted,Pasco (Primary),215,Natural                       ,No,Ground
FL-6515208,KEENE'S ADULT M.H.P.,Non-Adjusted,Pasco (Primary),72,Natural                       ,No,Ground
FL-6515234,TAMPA BAY WATER/LAKE BRIDGE,Consecutive,Pasco (Primary),22,Natural                       ,No,Ground
FL-6515250,PCUD-LAKE JOVITA GOLF AND C.C.,Non-Adjusted,Pasco (Primary),1609,Natural                       ,No,Ground
FL-6515275,TBW/S. PASCO WELLFIELD CHEM. FEED SYS.,Non-Adjusted,Pasco (Primary),22,Natural                       ,No,Ground
FL-6520135,BELLEAIR WATER PLANT,Adjusted,Pinellas (Primary),4738,H2SiF6,Yes,Ground
FL-6520336,CLEARWATER WATER SYSTEM,Consecutive,Pinellas (Primary),98354,H2SiF6,Yes,Ground
FL-6520486,DUNEDIN WATER SYSTEM,Adjusted,Pinellas (Primary),41274,H2SiF6,Yes,Ground
FL-6520705,GULFPORT WATER SYSTEM,Consecutive,Pinellas (Primary),11266,H2SiF6,Yes,Ground
FL-6521000,LAKE TARPON MOBILE HOME VILLAG,Consecutive,Pinellas (Primary),1149,H2SiF6,Yes,Ground
FL-6521405,PINELLAS COUNTY UTILITIES,Adjusted,Pinellas (Primary),452746,H2SiF6,Yes,Ground
FL-6521406,PINELLAS PARK WATER DEPT,Consecutive,Pinellas (Primary),43758,H2SiF6,Yes,Ground
FL-6521417,OLDSMAR WATER SYSTEM,Adjusted,Pinellas (Primary),13171,H2SiF6,Yes,Ground
FL-6521576,SAFETY HARBOR WATER DEPT,Consecutive,Pinellas (Primary),14729,H2SiF6,Yes,Ground
FL-6521680,SOUTHERN COMFORT MHP,Consecutive,Pinellas (Primary),329,H2SiF6,Yes,Ground
FL-6521715,"ST PETERSBURG, CITY OF",Adjusted,Pinellas (Primary),310308,H2SiF6,Yes,Ground
FL-6521784,TARPON SPRINGS WATER SYSTEM,Consecutive,Pinellas (Primary),25818,H2SiF6,Yes,Ground
FL-6524777,INNISBROOK RESORT AND GOLF CLUB,Consecutive,Pinellas (Primary),1252,H2SiF6,Yes,Ground
FL-6530057,ALTURAS UTILITIES,Non-Adjusted,Polk (Primary),268,Natural                       ,No,Ground
FL-6530079,GIBSONIA ESTATES WATER SYSTEM,Non-Adjusted,Polk (Primary),370,Natural                       ,No,Ground
FL-6530090,"AUBURNDALE, CITY OF",Adjusted,Polk (Primary),31508,Na2SiF6 Dry,Yes,Ground
FL-6530091,G & H MHP,Non-Adjusted,Polk (Primary),72,Natural                       ,No,Ground
FL-6530098,BABSON PARK,Non-Adjusted,Polk (Primary),1932,Natural                       ,No,Ground
FL-6530170,BOB'S LANDING MOBILE HOME PARK,Non-Adjusted,Polk (Primary),89,Natural                       ,No,Ground
FL-6530261,CHRISTMAS TREE TP,Non-Adjusted,Polk (Primary),54,Natural                       ,No,Ground
FL-6530262,LA CASA CONDO,Non-Adjusted,Polk (Primary),128,Natural                       ,No,Ground
FL-6530315,"BARTOW, CITY OF",Adjusted,Polk (Primary),19225,H2SiF6,Yes,Ground
FL-6530320,"FT. MEADE, CITY OF",Non-Adjusted,Polk (Primary),4877,Natural                       ,No,Ground
FL-6530321,"LAKE ALFRED, CITY OF",Adjusted,Polk (Primary),4993,H2SiF6,Yes,Ground
FL-6530399,MOUSE MOUNTAIN RV RESORT/MHP,Non-Adjusted,Polk (Primary),536,Natural                       ,No,Ground
FL-6530407,CROFT'S MOB HM PK,Non-Adjusted,Polk (Primary),36,Natural                       ,No,Ground
FL-6530408,PARK WATER COMPANY,Non-Adjusted,Polk (Primary),1742,Natural                       ,No,Ground
FL-6530418,CYPRESS GARDENS FAMILY CAMPGD.,Non-Adjusted,Polk (Primary),224,Natural                       ,No,Ground
FL-6530431,"DAVENPORT, CITY OF",Non-Adjusted,Polk (Primary),5126,Natural                       ,No,Ground
FL-6530485,"DUNDEE, TOWN OF",Non-Adjusted,Polk (Primary),3419,Natural                       ,No,Ground
FL-6530492,"EAGLE LAKE, CITY OF",Non-Adjusted,Polk (Primary),2325,Natural                       ,No,Ground
FL-6530521,ELIMS MHP,Non-Adjusted,Polk (Primary),69,Natural                       ,No,Ground
FL-6530573,FISH HAVEN LODGE,Non-Adjusted,Polk (Primary),59,Natural                       ,No,Ground
FL-6530617,NORTHEAST,Non-Adjusted,Polk (Primary),54146,Natural                       ,No,Ground
FL-6530623,TWIN FOUNTAIN MOBILE HOME PARK,Non-Adjusted,Polk (Primary),335,Natural                       ,No,Ground
FL-6530627,"FROSTPROOF, CITY OF",Non-Adjusted,Polk (Primary),3174,Natural                       ,No,Ground
FL-6530677,CYPRESS ACRES MOBILE HOME PARK,Non-Adjusted,Polk (Primary),70,Natural                       ,No,Ground
FL-6530686,GREEN ACRES S/D/CO. UTILITIES,Non-Adjusted,Polk (Primary),671,Natural                       ,No,Ground
FL-6530692,GRENELEFE SUBDIVISION,Non-Adjusted,Polk (Primary),1890,Natural                       ,No,Ground
FL-6530698,GROVE SHORES MOB HC,Non-Adjusted,Polk (Primary),89,Natural                       ,No,Ground
FL-6530717,HAMMOCK LAKE MOBILE HOME PARK,Non-Adjusted,Polk (Primary),89,Natural                       ,No,Ground
FL-6530718,HAMMONDELL CAMPSITES,Non-Adjusted,Polk (Primary),246,Natural                       ,No,Ground
FL-6530723,HAPPY DAY TR. PK.,Non-Adjusted,Polk (Primary),109,Natural                       ,No,Ground
FL-6530746,SHADY OAKS MOBILE HOME PARK,Non-Adjusted,Polk (Primary),72,Natural                       ,No,Ground
