,PWSID,SYSTEMNAME,PLANTNUMBER,PLANTNAME,OBJECTIVEID,PROCESSID,PROCESSOBJECTIVEDESC
8499,3424933,RITZ FOOD MART,1,RITZ FOOD MART,B,2.0,DISINFECT/HYPOCHLORIN
8500,3424934,EUREKA GROCERY STORE,1,EUREKA GROCERY STORE,B,2.0,DISINFECT/HYPOCHLORIN
8501,3424936,COCA-COLA DISTRIBUTION CENTER,1,COCA-COLA DISTRIBUTION CENTER,A,999.0,NO TRTMT
8502,3424937,BIDDY'S PLACE,1,BIDDY'S PLACE,B,2.0,DISINFECT/HYPOCHLORIN
8503,3424938,PURL GROCERY,1,PURL GROCERY,B,2.0,DISINFECT/HYPOCHLORIN
8504,3424939,ORANGE BLOSSOM HILLS COMM.CTR.,1,OBH COMM.CENTER,B,2.0,DISINFECT/HYPOCHLORIN
8505,3424940,LAKE OKLAWAHA RV RESORT,1,LAKE OKLAWAHA RV RESORT,B,2.0,DISINFECT/HYPOCHLORIN
8506,3424941,PROGRESS ENERGY (OCALA CENTER),1,FL. POWER CORP.(OCALA CENTER),B,2.0,DISINFECT/HYPOCHLORIN
8507,3424942,AMERICAN PANEL CORPORATION,1,AMERICAN PANEL CORPORATION,B,2.0,DISINFECT/HYPOCHLORIN
8508,3424945,EXXON (GATE),1,EXXON,B,2.0,DISINFECT/HYPOCHLORIN
8509,3424945,EXXON (GATE),1,EXXON,Z,20.0,OTHER/AERATION
8510,3424946,ORANGE SPRINGS GROCERY,1,ORANGE SPRINGS GROCERY,B,2.0,DISINFECT/HYPOCHLORIN
8511,3424947,DAYS END MOTEL AND MHP,1,DAYS END MOTEL AND MHP,B,2.0,DISINFECT/HYPOCHLORIN
8512,3424948,D.P.CLIFFORD'S AUTOMOTIVE,1,CLIFFORD'S AUTO REPAIR,B,2.0,DISINFECT/HYPOCHLORIN
8513,3424950,RODMAN RESERVOIR SPORTS PUB,1,RODMAN RESERVOIR SPORTS PUB,B,2.0,DISINFECT/HYPOCHLORIN
8514,3424951,ORANGE BLOSSOM INN,1,ORANGE BLOSSOM INN,A,999.0,NO TRTMT
8515,3424952,FAITH BAPTIST CHURCH,1,FAITH BAPTIST CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
8516,3424953,PORTER'S DO IT CENTER,1,PORTER'S DO IT CENTER,A,999.0,NO TRTMT
8517,3424954,SILVER SPRINGS PLAZA,1,SILVER SPRINGS PLAZA,B,2.0,DISINFECT/HYPOCHLORIN
8518,3424955,GRAND LAKES RESORT & GOLF COURSE,1,GRAND LAKES RV RESORT,B,2.0,DISINFECT/HYPOCHLORIN
8519,3424955,GRAND LAKES RESORT & GOLF COURSE,1,GRAND LAKES RV RESORT,G,18.0,IRON RMVL/SEQUESTATION
8520,3424956,PURPLE HAZE/ CLUB DIVERSITY,1,PURPLE HAZE/CLUB DIVERSITY,B,2.0,DISINFECT/HYPOCHLORIN
8521,3424957,HOSPICE OF MARION,1,HOSPICE OF MARION COUNTY,B,2.0,DISINFECT/HYPOCHLORIN
8522,3424958,NORTH MARION BAPTIST CHURCH,1,NORTH MARION BAPTIST CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
8523,3424960,HACKAWAY DRIVING RANGE,1,HACKAWAY DRIVING RANGE,B,2.0,DISINFECT/HYPOCHLORIN
8524,3424961,ORANGE LAKE CITGO,1, ORANGE LAKE CITGO,B,2.0,DISINFECT/HYPOCHLORIN
8525,3424962,ASHLEY HEIGHTS S/D,1,ASHLEY HEIGHTS,B,2.0,DISINFECT/HYPOCHLORIN
8526,3424964,A & R DISCOUNT,1,N & R QUICK STOP,B,2.0,DISINFECT/HYPOCHLORIN
8527,3424965,LIL' CHAMP #1010(QUIK STOP),1,LIL'CHAMP #1010,B,2.0,DISINFECT/HYPOCHLORIN
8528,3424966,"MARION METAL WORKS, INC",1,OCALA ANTIQUE MALL,A,999.0,NO TRTMT
8529,3424967,DSP OF MARION INC.,1,DSP OF MARION COUNTY,B,2.0,DISINFECT/HYPOCHLORIN
8530,3424968,REDDICK ELEMENTARY,1,REDDICK ELEMENTARY SCHOOL,B,2.0,DISINFECT/HYPOCHLORIN
8531,3424968,REDDICK ELEMENTARY,1,REDDICK ELEMENTARY SCHOOL,D,36.0,CORR-CTRL/CORROSION INHIB
8532,3424968,REDDICK ELEMENTARY,1,REDDICK ELEMENTARY SCHOOL,G,15.0,IRON RMVL/PRESS SAND FILT
8533,3424968,REDDICK ELEMENTARY,1,REDDICK ELEMENTARY SCHOOL,H,25.0,SOFTENING/ION EXCHANGE
8534,3424969,DINGLE WATER PLANT,1,DINGLE WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
8535,3424970,AMVET POST #19,1,VFW POST#10733 (AKA AMVET #19),B,2.0,DISINFECT/HYPOCHLORIN
8536,3424971,ROGER'S RAINBARREL/PERRY'S PUB,1,ROGER'S RAINBARREL/BRUNO'S PUB,B,2.0,DISINFECT/HYPOCHLORIN
8537,3424973,BROWN MULE SALOON,1,BROWN MULE SALOON,B,2.0,DISINFECT/HYPOCHLORIN
8538,3424974,SHADY HOLLOW ADULT HOME,1,SHADY HOLLOW ADULT HOME,B,2.0,DISINFECT/HYPOCHLORIN
8539,3424975,MID-FLORIDA MINING,1,MID-FLORIDA MINING WTP,B,2.0,DISINFECT/HYPOCHLORIN
8540,3424976,CARNEY ISLAND RECREATION AREA,1,CARNEY ISLAND,B,2.0,DISINFECT/HYPOCHLORIN
8541,3424976,CARNEY ISLAND RECREATION AREA,1,CARNEY ISLAND,E,20.0,T-O CTRL/AERATION
8542,3424977,LIL'CHAMP STORE # 1039,1,"LIL,CHAMP STORE # 1039",B,2.0,DISINFECT/HYPOCHLORIN
8543,3424978,SUWANNEE SWIFTY STORE #232,1,SUWANNEE SWIFTY STORE #232,B,2.0,DISINFECT/HYPOCHLORIN
8544,3424979,CJK ENTERPRISES-GEORGIE'S GIRL LOUNGE,1,GEORGIE'S GIRL LOUNGE,B,2.0,DISINFECT/HYPOCHLORIN
8545,3424980,NOWHERE LOUNGE,1,NOWHERE LOUNGE,B,2.0,DISINFECT/HYPOCHLORIN
8546,3424981,COUNTRY CLUB OF OCALA,1,COUNTRY CLUB OF OCALA,B,2.0,DISINFECT/HYPOCHLORIN
8547,3424982,FIRST BAPTIST CHURCH OF ORANGE SPRINGS,1,ORANGE SPRINGS BAPTIST CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
8548,3424983,SKATE MANIA,1,SKATE MANIA,B,2.0,DISINFECT/HYPOCHLORIN
8549,3424984,A&I COUNTRY COOKING,1,SANDY'S BBQ,B,2.0,DISINFECT/HYPOCHLORIN
8550,3424985,FIRST BAPTIST CHURCH OF SPARR,1,FIRST BAPTIST CHURCH OF SPARR,B,2.0,DISINFECT/HYPOCHLORIN
8551,3424986,FARM SHACK BARBQUE,1,BOAT'S DELI,B,2.0,DISINFECT/HYPOCHLORIN
8552,3424987,USDA/DOE LAKE RECREATION AREA,1,DOE LAKE RECREATION AREA,B,2.0,DISINFECT/HYPOCHLORIN
8553,3424988,FORT MCCOY & EUREKA COMM. CENTER,1,FT. MCCOY/EUREKA COMM. CTR.,B,2.0,DISINFECT/HYPOCHLORIN
8554,3424988,FORT MCCOY & EUREKA COMM. CENTER,1,FT. MCCOY/EUREKA COMM. CTR.,H,25.0,SOFTENING/ION EXCHANGE
8555,3424989,MARION YOUTH ACADEMY,1,MARION JUVENILE FACILITY,B,2.0,DISINFECT/HYPOCHLORIN
8556,3424991,ANTHONY FIRST BAPTIST CHURCH,1,ANTHONY FIRST BAPTIST CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
8557,3424992,GARLITS WATER PLANT   SONNY'S BAR B Q,1,"GARLITS WATER PLANT,F. SONNYS",B,2.0,DISINFECT/HYPOCHLORIN
8558,3424993,DEEP WOODS MHP (PKA SILVER SPRINGS MHP),1,SILVER SPRINGS MHP,B,2.0,DISINFECT/HYPOCHLORIN
8559,3424994,KRUMM INDUSTRIAL PARK,1,KRUMM INDUSTRIAL,A,999.0,NO TRTMT
8560,3424995,ANTHONY LITTLE LEAGUE,1,ANTHONY LITTLE LEAGUE,B,2.0,DISINFECT/HYPOCHLORIN
8561,3424995,ANTHONY LITTLE LEAGUE,4,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
8562,3424996,PETRO STOPPING CENTER,1,PETRO STOPPING CENTER,B,2.0,DISINFECT/HYPOCHLORIN
8563,3424996,PETRO STOPPING CENTER,1,PETRO STOPPING CENTER,E,15.0,T-O CTRL/PRESS SAND FILT
8564,3424997,CLUB NIGHT OWL,1,Unknown,A,999.0,NO TRTMT
8565,3424998,HEART OF FLORIDA YOUTH RANCH,1,HEART OF FLORIDA YOUTH RANCH,B,2.0,DISINFECT/HYPOCHLORIN
8566,3424999,WHISPERING PINES RV PARK I,1,WHISPERING PINES RV PARK I,B,2.0,DISINFECT/HYPOCHLORIN
8567,3425000,MEDX CORPORATION,1,MEDX,B,2.0,DISINFECT/HYPOCHLORIN
8568,3425001,FRATERNAL ORDER OF EAGLES 4347,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
8569,3425002,RUSS DISCOUNT GROCERY,1,Unknown,A,999.0,NO TRTMT
8570,3425003,COEHADJOE PARK,1,COEHADJOE PARK,B,2.0,DISINFECT/HYPOCHLORIN
8571,3425005,"ALL AMERICAN OIL, LLC",1,JIM'S PIT BAR-B-Q,B,2.0,DISINFECT/HYPOCHLORIN
8572,3425006,GREENFIELDS/INDIAN PINES,1,GREENFIELDS/INDIAN PINES,B,2.0,DISINFECT/HYPOCHLORIN
8573,3425007,SUNCOAST INSULATORS,1,SUNCOAST INSULATORS,B,2.0,DISINFECT/HYPOCHLORIN
8574,3425008,EATON'S BEACH,1,EATON'S BEACH,B,2.0,DISINFECT/HYPOCHLORIN
8575,3425009,NOW CHURCH,1,NOW CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
8576,3425011,SHARPES FERRY TRAILHEAD,1,SHARPES FERRY,B,2.0,DISINFECT/HYPOCHLORIN
8577,3425012,HANDY WAY #5105,1,HANDY WAY,B,2.0,DISINFECT/HYPOCHLORIN
8578,3425013,SILVER SPRINGS REGIONAL,1,SILVER SPRINGS REGIONAL,B,2.0,DISINFECT/HYPOCHLORIN
8579,3425014,SOUTHWOOD MOTEL,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
8580,3425015,BROOKS BUCK & DOE GROCERY,1,Unknown,A,999.0,NO TRTMT
8581,3425016,ST JOHN'S LUTHERAN CHURCH,1,ST JOHN LUTHERAN CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
8582,3425017,DENISE'S TANNING & FITNESS,1,DENISE'S TANNING & FITNESS,B,2.0,DISINFECT/HYPOCHLORIN
8583,3425018,LAKE WEIR LANDING,1,LAKE WEIR LANDING,B,2.0,DISINFECT/HYPOCHLORIN
8584,3425019,CITRA CHURCH OF GOD,1,CITRA CHURCH OF GOD,B,2.0,DISINFECT/HYPOCHLORIN
8585,3425020,SPRUCE CREEK GOLF AND COUNTRY CLUB (2WP),1,SPRUCE CREEK G & CC WTP #1,B,2.0,DISINFECT/HYPOCHLORIN
8586,3425020,SPRUCE CREEK GOLF AND COUNTRY CLUB (2WP),2,SPRUCE CREEK G & CC WTP #2,B,2.0,DISINFECT/HYPOCHLORIN
8587,3425021,COUNTY LINE RV SALES,1,COUNTY LINE RV SALES WTP,H,25.0,SOFTENING/ION EXCHANGE
8588,3425022,KRAZY 8 BAR & GRILL,1,KRAZY 8 BAR & GRILL,B,2.0,DISINFECT/HYPOCHLORIN
8589,3425023,FIRST BAPTIST CHURCH FT MCCOY,1,FIRST BAPTIST CH FT MCCOY WTP,B,2.0,DISINFECT/HYPOCHLORIN
8590,3425023,FIRST BAPTIST CHURCH FT MCCOY,1,FIRST BAPTIST CH FT MCCOY WTP,H,25.0,SOFTENING/ION EXCHANGE
8591,3425024,IMMACULATE HEART OF MARY CHURCH,1,IMMACULATE HEARTOF MARY CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
8592,3425025,AMERICAN LEGION POST 368,1,ALL COUNTY ICE (JAMES PACKAGE),A,999.0,NO TRTMT
8593,3425026,LAKE VIEW WOODS/TRAILS EAST,1,LAKE VIEW WOODS,B,2.0,DISINFECT/HYPOCHLORIN
8594,3425027,RALPH RUSSELL MEMORIAL PARK,1,SILVER SPRGS.SH.ATHLETIC ASSN,A,999.0,NO TRTMT
8595,3425028,ALMOST PERFECT FURNITURE AND HOME DECOR,1,BRIGHT BEGIINNINGS,B,2.0,DISINFECT/HYPOCHLORIN
8596,3425029,FOREST GREEN UTILITY SYSTEM,1,FOREST GREEN S/D WTP,B,2.0,DISINFECT/HYPOCHLORIN
8597,3425031,LATINO'S CAFETERIA CORP.,1,LATINO'S CAFETERIA CORP.,B,2.0,DISINFECT/HYPOCHLORIN
8598,3425032,STACEY'S WINGS & THINGS,1,PLAZA FOOD STORE,B,2.0,DISINFECT/HYPOCHLORIN
8599,3425033,IGLESIA BAUTISTA LA NUEVA JERUSLEN,1, GLESIA BAUTISTA NAZARET,B,2.0,DISINFECT/HYPOCHLORIN
8600,3425034,SOLID ROCK BIBLE CHURCH,1,SOLID ROCK BIBLE CHURCH,A,999.0,NO TRTMT
8601,3425035,SANTOS 80TH STREET TRAILHEAD,1,80TH STREET TRAILHEAD WTP,B,2.0,DISINFECT/HYPOCHLORIN
8602,3425036,THE REFUGE-A HEALING PLACE,1,THE REFUGE - A HEALING PLACE,B,2.0,DISINFECT/HYPOCHLORIN
8603,3425037,CIRCLE K #2120,1,CIRCLE K #2120,B,2.0,DISINFECT/HYPOCHLORIN
8604,3425038,ORANGE CO NATL GOLF CTR,1,ORANGE CO NATL GOLF CTR WTP,B,2.0,DISINFECT/HYPOCHLORIN
8605,3425039,PLANTATION LANDING MHP,1,PLANTATION LANDING MHP,B,2.0,DISINFECT/HYPOCHLORIN
8606,3425040,FLORIDA CITRUS CENTER #90,1,FLORIDA CITRUS CENTER #90,B,2.0,DISINFECT/HYPOCHLORIN
8607,3425041,BARHAVEN,1,BAR HAVEN,B,2.0,DISINFECT/HYPOCHLORIN
8608,3425042,WAR HORSE HARLEY-DAVIDSON,1,HARLEY DAVIDSON OF OCALA,B,2.0,DISINFECT/HYPOCHLORIN
8609,3425043,ROTARY SPORTSPLEX OF MARION,1,ROTARY SPORTSPLEX,B,2.0,DISINFECT/HYPOCHLORIN
8610,3425044,GOOD SHEPHERD PRESBYTERIAN CHURCH,1,GOOD SHEPHERD PRESBYTERIAN,B,2.0,DISINFECT/HYPOCHLORIN
8611,3425045,WHITE'S FURNITURE COMPANY,1,WHITE'S FURNITURE,B,2.0,DISINFECT/HYPOCHLORIN
8612,3425046,GEORGE CONOMOS RRT FACILITY,1,GEORGE CONOMOS RRT FACILITY,B,2.0,DISINFECT/HYPOCHLORIN
8613,3425047,MCDONALD'S/AMOCO SR 326,1,MCDONALD'S/AMOCO SR 326,B,2.0,DISINFECT/HYPOCHLORIN
8614,3425049,SOUTH LAKE WEIR WTP,1,SOUTH LAKE WEIR WTP,B,2.0,DISINFECT/HYPOCHLORIN
8615,3425049,SOUTH LAKE WEIR WTP,1,SOUTH LAKE WEIR WTP,C,8.0,PART-RMVL/MICROSCREENING
8616,3425050,ORANGE LAKE SUPER MARKET,1,ORANGE LAKE SUPER MARKET,A,999.0,NO TRTMT
8617,3425052,DEER PATH SUBDIVISION,1,DEER PATH WTP,B,2.0,DISINFECT/HYPOCHLORIN
8618,3425054,HORSESHOE LAKE PARK,1,HORSESHOE LAKE CONFERENCE CENT,B,2.0,DISINFECT/HYPOCHLORIN
8619,3425056,THE CHURCH TRIUMPHANT INC.,1,THE CHURCH TRIUMPHANT,B,2.0,DISINFECT/HYPOCHLORIN
8620,3425057,DJ & GINA'S LOUNGE,1,DJ & GINA'S,B,2.0,DISINFECT/HYPOCHLORIN
8621,3425058,THE PARK,1,THE PARK WATER SYSTEM,B,2.0,DISINFECT/HYPOCHLORIN
8622,3425059,MEMORIAL BAPTIST CHURCH,1,MEMORIAL BAPTIST CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
8623,3425060,SILVER RIVER STATE PARK CAMPING AREA,1,SILVER RIVER STATE PARK CAMPIN,B,2.0,DISINFECT/HYPOCHLORIN
8624,3425061,THE PIZZA DEN OF THE FOREST,1,ANTONES FOREST PIZZA,B,2.0,DISINFECT/HYPOCHLORIN
8625,3425063,ON THE LAKE PARK,1,ON THE LAKE PARK,B,2.0,DISINFECT/HYPOCHLORIN
8626,3425064,OLD TYME BREAD HOUSE,1,OLD TYME BREAD HOUSE,B,2.0,DISINFECT/HYPOCHLORIN
8627,3425065,TRACTOR SUPPLY COMPANY - OCALA N US 441,1,TRACTOR SUPPLY COMPANY,B,2.0,DISINFECT/HYPOCHLORIN
8628,3425066,EL FARO ASSEMBLY OF GOD,1,EL FARO ASSEMBLY OF GOD,B,2.0,DISINFECT/HYPOCHLORIN
8629,3425067,SHILOH CHURCH OF BELLEVIEW,1,SHILOH BAPTIST CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
8630,3425068,PENTECOSTAL FULL GOSPEL CHURCH,1,PENTECOSTAL FULL GOSPEL CH,B,2.0,DISINFECT/HYPOCHLORIN
8631,3425069,UNIV. OF FL PLANT SCIENCE RESEARCH CNTR,1,UNIVERSITY OF FL RESEARCH CENT,B,2.0,DISINFECT/HYPOCHLORIN
8632,3425069,UNIV. OF FL PLANT SCIENCE RESEARCH CNTR,1,UNIVERSITY OF FL RESEARCH CENT,D,36.0,CORR-CTRL/CORROSION INHIB
8633,3425070,L&E GROCERY,1,L&E GROCERY,B,2.0,DISINFECT/HYPOCHLORIN
8634,3425071,SUMMERFIELD POST OFFICE,1,SUMMERFIELD POST OFFICE,B,2.0,DISINFECT/HYPOCHLORIN
8635,3425071,SUMMERFIELD POST OFFICE,1,SUMMERFIELD POST OFFICE,D,36.0,CORR-CTRL/CORROSION INHIB
8636,3425073,DAVITA OCALA NORTH KIDNEY CENTER WTP,1,DAVITA OCALA NORTH KIDNEY CTR,B,2.0,DISINFECT/HYPOCHLORIN
8637,3425074,VOLVO OF OCALA,1,OCALA VOLVO,B,2.0,DISINFECT/HYPOCHLORIN
8638,3425075,SPARR FOOD MART,1,SPARR FOOD MART,B,2.0,DISINFECT/HYPOCHLORIN
8639,3425076,PHOENIX WOOD PRODUCTS,1,PHOENIX WOOD PRODUCTS,B,2.0,DISINFECT/HYPOCHLORIN
8640,3425077,COMMUNITY HARVEST BAPTIST CHURCH,1,COMMUNITY HARVEST BAPTIST,B,2.0,DISINFECT/HYPOCHLORIN
8641,3425078,VILLAGE VIEW COMMUNITY CHURCH,1,VILLAGE VIEW COMMINTY CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
8642,3425079,PIRATS OASIS,1,BLUE HERON COVE,B,2.0,DISINFECT/HYPOCHLORIN
8643,3425082,DOLLAR GENERAL STORE #7973,1,DOLLAR GENERAL STORE,B,2.0,DISINFECT/HYPOCHLORIN
8644,3425083,CITRA STORAGE & RV PARK,1,CITRA FOOD MART,B,2.0,DISINFECT/HYPOCHLORIN
8645,3425084,ENTENMANN'S BAKERY DISTRIBUTION #1986,1,ENTENMANN BAKERY OUTLET DEPOT,B,2.0,DISINFECT/HYPOCHLORIN
8646,3425086,MARTIN MART,1,MARTIN MART,B,2.0,DISINFECT/HYPOCHLORIN
8647,3425087,GANNY'S ANGELS IN MOTION,1,GANNY'S ANGELS IN MOTION,B,2.0,DISINFECT/HYPOCHLORIN
8648,3425088,JAILHOUSE ROCK SALOON,1,JAILHOUSE ROCK SALOON,B,2.0,DISINFECT/HYPOCHLORIN
8649,3425089,CHRIST COMMUNITY CHURCH EFCA INC,1,CORNERSTONE BABTIST CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
8650,3425090,DUNN RITE ROOFING,1,BIG D ROOFING,B,2.0,DISINFECT/HYPOCHLORIN
8651,3425091,SANTOS HISTORIC RECREATION AREA,1,SANTOS HISTORIC REC AREA,B,2.0,DISINFECT/HYPOCHLORIN
8652,3425092,DOLLAR GENERAL CITRA #8255,1,DOLLAR GENERAL CITRA,B,2.0,DISINFECT/HYPOCHLORIN
8653,3425093,ORANGE LAKE COMMUNITY PARK,1,ORANGE LAKE COMMUNITY PARK,B,2.0,DISINFECT/HYPOCHLORIN
8654,3425097,BELLEVIEW WARD MEETINGHOUSE,1,BELLEVIEW WARD MEETINGHOUSE,B,2.0,DISINFECT/HYPOCHLORIN
8655,3425099,HANSON ROOF TILE,1,HANSON CONCRETE,B,2.0,DISINFECT/HYPOCHLORIN
8656,3425101,BIG AL'S BARBER SHOP,1,BIG AL'S BARBER SHOP,B,2.0,DISINFECT/HYPOCHLORIN
8657,3425102,FIRE ROCK IRISH PUB,1,FIRE ROCK IRISH PUB,B,2.0,DISINFECT/HYPOCHLORIN
8658,3425105,SILVER SPRINGS BOTTLED WATER,1,SILVER SPRINGS BOTTLED WATER,B,2.0,DISINFECT/HYPOCHLORIN
8659,3425106,FOXY RUG GALLERIA,1,FOXY RUG GALLERIA,B,2.0,DISINFECT/HYPOCHLORIN
8660,3425107,EZ GO FACTORY SHOWROOM,1,EZ GO FACTORY SHOWROOM,B,2.0,DISINFECT/HYPOCHLORIN
8661,3425108,"LEIGHTON ESTATES UTILITIES, LLC",1,LEIGHTON ESTATES WATER SYSTEM,B,2.0,DISINFECT/HYPOCHLORIN
8662,3425109,DECONNA ICE CREAM,1,DECONNA ICE CREAM,B,2.0,DISINFECT/HYPOCHLORIN
8663,3425111,SUNSET HARBOR WATER SYSTEM,1,SUNSET HARBOUR,B,2.0,DISINFECT/HYPOCHLORIN
8664,3425112,SANTOS MOBILE VILLA,1,SANTOS MOBILE VILLA,B,2.0,DISINFECT/HYPOCHLORIN
8665,3425114,OCALA MOTORSPORTS,1,OCALA MOTORSPORTS,B,2.0,DISINFECT/HYPOCHLORIN
8666,3425117,OCKLAWAHA CANOE OUTPOST AND RESORT,1,OCKLAWAHA CANOE OUTPOST RESORT,B,2.0,DISINFECT/HYPOCHLORIN
8667,3425117,OCKLAWAHA CANOE OUTPOST AND RESORT,1,OCKLAWAHA CANOE OUTPOST RESORT,H,2.0,SOFTENING/HYPOCHLORIN
8668,3425118,DOLLAR GENERAL STORE #10389,1,DOLLAR GENERAL STORE #10389,B,2.0,DISINFECT/HYPOCHLORIN
8669,3425119,LONGO PLAZA,1,LONGO  PLAZA,B,2.0,DISINFECT/HYPOCHLORIN
8670,3425119,LONGO PLAZA,1,LONGO  PLAZA,H,18.0,SOFTENING/SEQUESTATION
8671,3425120,NHA BLACKJACK ARCADE,1,US VETERANS POST 100,B,2.0,DISINFECT/HYPOCHLORIN
8672,3425121,RCMA KENDRICK CDC,1,RCMA DAYCARE,B,2.0,DISINFECT/HYPOCHLORIN
8673,3425122,WRIGLEY FIELDS,1,WRIGLEY FIELDS,B,2.0,DISINFECT/HYPOCHLORIN
8674,3425123,MAMMANA AND LIFE,1,MAMMANA & LIFE WTP,B,2.0,DISINFECT/HYPOCHLORIN
8675,3425124,DOLLAR GENERAL FORT MCCOY #10415,1,DOLLAR GENERAL,B,2.0,DISINFECT/HYPOCHLORIN
8676,3425126,IRISH ACRES,1,IRISH ACRES,B,2.0,DISINFECT/HYPOCHLORIN
8677,3425127,ASHLEY FARMS,1,ASHLEY FARMS,B,2.0,DISINFECT/HYPOCHLORIN
8678,3425127,ASHLEY FARMS,1,ASHLEY FARMS,D,18.0,CORR-CTRL/SEQUESTATION
8679,3425127,ASHLEY FARMS,1,ASHLEY FARMS,E,20.0,T-O CTRL/AERATION
8680,3425127,ASHLEY FARMS,2,QUAIL MEADOWS,B,2.0,DISINFECT/HYPOCHLORIN
8681,3425127,ASHLEY FARMS,3,GOLDEN OCALA,B,2.0,DISINFECT/HYPOCHLORIN
8682,3425127,ASHLEY FARMS,4,NORTHWEST COUNTY SUBREGIONAL,B,2.0,DISINFECT/HYPOCHLORIN
8683,3425129,TRI-COUNTY UNITARIAN UNIVERSALISTS FL,1,UNITARIAN UNIVERSALIST FELLOWS,B,2.0,DISINFECT/HYPOCHLORIN
8684,3425130,DESTINY LEADERSHIP ACADEMY,1,TRINITY PRESCHOOL,B,2.0,DISINFECT/HYPOCHLORIN
8685,3425131,AG-PRO - OCALA,1,GREENSOUTH EQUIPMENT,B,2.0,DISINFECT/HYPOCHLORIN
8686,3425132,DOLLAR GENERAL ANTHONY #11411,1,WTP #1,B,2.0,DISINFECT/HYPOCHLORIN
8687,3425133,"CORNERSTONE OCALA, INC.",1,UNITED PENTECOSTAL CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
8688,3425134,CVS STORE NO. 4146,1,CVS STORE #4146,B,2.0,DISINFECT/HYPOCHLORIN
8689,3425135,PARRETT'S DISCOUNT STORE,1,PARRETTS DISCOUNT BEVERAGE,B,2.0,DISINFECT/HYPOCHLORIN
8690,3425136,GOOD MORNING DAY CARE,1,PLANT #1,B,2.0,DISINFECT/HYPOCHLORIN
8691,3425137,DOLLAR GENERAL 11551 MCINTOSH,1,DOLLAR GENERAL MCINTOSH,B,2.0,DISINFECT/HYPOCHLORIN
8692,3425138,MIDWAY PLAZA,1,MIDWAY CENTER,B,2.0,DISINFECT/HYPOCHLORIN
8693,3425139,SILVER SPRINGS NEW HARVEST CHURCH OF GOD,1,SILVER SPRINGS NEW HARVEST CHU,B,2.0,DISINFECT/HYPOCHLORIN
8694,3425140,FLORIDA HORSE PARK,1,FLORIDA HORSE PARK,B,2.0,DISINFECT/HYPOCHLORIN
8695,3425141,CVS #3395,1,CVS #3395,B,2.0,DISINFECT/HYPOCHLORIN
8696,3425142,DOLLAR GENERAL-SUMMERFIELD 12865,1,DOLLAR GENERAL-SUMMERFIELD,B,2.0,DISINFECT/HYPOCHLORIN
8697,3425143,DOLLAR GENERAL-REDDICK #12847,1,DOLLAR GENERAL REDDICK WTP,B,2.0,DISINFECT/HYPOCHLORIN
8698,3425143,DOLLAR GENERAL-REDDICK #12847,1,DOLLAR GENERAL REDDICK WTP,S,41.0,ARSENIC REMOVAL/ADSORPTIVE MEDIA
8699,3425144,DOLLAR GENERAL #13082,1,DOLLAR GENERAL(CR 484)-SUMMERF,B,2.0,DISINFECT/HYPOCHLORIN
8700,3425146,DOLLAR GENERAL - BELLEVIEW 13253,1,DOLLAR GENERAL-BELLEVIEW,B,2.0,DISINFECT/HYPOCHLORIN
8701,3425147,NEW BETHEL COMM. CHURCH(TRI-COUNTY WORS),1,TRI-COUNTY WORSHIP CENTER,B,2.0,DISINFECT/HYPOCHLORIN
8702,3425148,DOLLAR GENERAL-OCALA 441 #13613,1,DOLLAR GENERAL-OCALA 44 WTP,B,2.0,DISINFECT/HYPOCHLORIN
8703,3425149,DOLLAR GENERAL OCALA 35 #24102,1,DOLLAR GENERAL OCALA 35,B,2.0,DISINFECT/HYPOCHLORIN
8704,3425150,FM MEAT PRODUCTS,1,WATER TREATMENT PLANT,B,2.0,DISINFECT/HYPOCHLORIN
8705,3425150,FM MEAT PRODUCTS,1,WATER TREATMENT PLANT,C,23.0,PART-RMVL/GAC ADDITION
8706,3425150,FM MEAT PRODUCTS,1,WATER TREATMENT PLANT,P,32.0,DISINF BY-PROD CONTRO/PEROXIDE
8707,3425151,FAMILY DOLLAR- CITRA #10278,1,FAMILY DOLLAR- CITRA,B,2.0,DISINFECT/HYPOCHLORIN
8708,3425152,O'REILLY AUTO PARTS OCALA,1,O'REILLY AUTO PARTS-OCALA,B,2.0,DISINFECT/HYPOCHLORIN
8709,3425153,OCALA EQUESTRIAN DOLLAR GENERAL STORE,1,OCALA EQUESTRIAN DOLLAR GEN,B,2.0,DISINFECT/HYPOCHLORIN
