,PWS ID,PWS Name,Status,County,Population Served,Fluoride Product,Fluoridated,Water Source,year
2068,FL-3351567,BAYWOOD CONDOMINIUMS,Non-Adjusted,Lake (Primary),179,Natural                       ,No,Ground,2020
2069,FL-3354005,"COVE WATER SYSTEM, INC.",Non-Adjusted,Lake (Primary),268,Natural                       ,No,Ground,2020
2070,FL-3354010,WATER OAK COUNTRY CLUB ESTATES,Non-Adjusted,Lake (Primary),1310,Natural                       ,No,Ground,2020
2071,FL-3354027,CENTURY ESTATES ~SELMA HOMES²,Non-Adjusted,Lake (Primary),307,Natural                       ,No,Ground,2020
2072,FL-3354028,SHANGRI-LA BY THE LAKE,Non-Adjusted,Lake (Primary),293,Natural                       ,No,Ground,2020
2073,FL-3354038,THE MEADOWS (FORMERLY ASTATULA EST,Non-Adjusted,Lake (Primary),109,Natural                       ,No,Ground,2020
2074,FL-3354043,BRENDENWOOD WATER SYSTEM,Non-Adjusted,Lake (Primary),116,Natural                       ,No,Ground,2020
2075,FL-3354044,LAKE JOANNA ESTATES,Non-Adjusted,Lake (Primary),125,Natural                       ,No,Ground,2020
2076,FL-3354053,CITRUS COVE SUBDIVISION,Non-Adjusted,Lake (Primary),72,Natural                       ,No,Ground,2020
2077,FL-3354054,LAKE GRIFFIN ISLES MHP (2 WPS),Non-Adjusted,Lake (Primary),1084,Natural                       ,No,Ground,2020
2078,FL-3354055,WATERWOOD SUBDIVISION,Non-Adjusted,Lake (Primary),165,Natural                       ,No,Ground,2020
2079,FL-3354104,CLERBROOK RV RESORTS,Non-Adjusted,Lake (Primary),2809,Natural                       ,No,Ground,2020
2080,FL-3354106,B'S RV RESORT,Non-Adjusted,Lake (Primary),141,Natural                       ,No,Ground,2020
2081,FL-3354110,LAKESIDE VILLAGE II,Non-Adjusted,Lake (Primary),171,Natural                       ,No,Ground,2020
2082,FL-3354112,SUMMIT CHASE VILLAS,Non-Adjusted,Lake (Primary),688,Natural                       ,No,Ground,2020
2083,FL-3354142,COUNTRY LIFE FAMILY PARK,Non-Adjusted,Lake (Primary),192,Natural                       ,No,Ground,2020
2084,FL-3354644,PINE HARBOUR WATER UTILITY,Non-Adjusted,Lake (Primary),118,Natural                       ,No,Ground,2020
2085,FL-3354646,CHATEAU ORANGE LAKE MH COMMUN,Non-Adjusted,Lake (Primary),550,Natural                       ,No,Ground,2020
2086,FL-3354647,FOUR LAKES AND HARBOR OAKS S/D,Non-Adjusted,Lake (Primary),204,Natural                       ,No,Ground,2020
2087,FL-3354650,LEESBURG/THE PLANTATION,Non-Adjusted,Lake (Primary),4595,Natural                       ,No,Ground,2020
2088,FL-3354651,HAINES CREEK RV PARK,Non-Adjusted,Lake (Primary),192,Natural                       ,No,Ground,2020
2089,FL-3354653,PENNBROOKE FAIRWAYS,Non-Adjusted,Lake (Primary),2225,Natural                       ,No,Ground,2020
2090,FL-3354655,CARLTON PALMS EDUCATIONAL CTR,Non-Adjusted,Lake (Primary),130,Natural                       ,No,Ground,2020
2091,FL-3354656,LAKE IDLEWILD ESTATES,Non-Adjusted,Lake (Primary),152,Natural                       ,No,Ground,2020
2092,FL-3354657,DIAMOND POINT,Non-Adjusted,Lake (Primary),224,Natural                       ,No,Ground,2020
2093,FL-3354660,SILVER OAKS SUBDIVISION,Non-Adjusted,Lake (Primary),110,Natural                       ,No,Ground,2020
2094,FL-3354661,PICCIOLA LANDING,Non-Adjusted,Lake (Primary),112,Natural                       ,No,Ground,2020
2095,FL-3354662,LAKE BEAUCLAIRE S/D,Non-Adjusted,Lake (Primary),88,Natural                       ,No,Ground,2020
2096,FL-3354664,TREASURE COVE,Non-Adjusted,Lake (Primary),113,Natural                       ,No,Ground,2020
2097,FL-3354687,RAINTREE HARBOR,Non-Adjusted,Lake (Primary),237,Natural                       ,No,Ground,2020
2098,FL-3354688,LAKE YALE ESTATES,Non-Adjusted,Lake (Primary),90,Natural                       ,No,Ground,2020
2099,FL-3354695,LAKE SAUNDERS ACRES,Non-Adjusted,Lake (Primary),144,Natural                       ,No,Ground,2020
2100,FL-3354697,GRAND TERRACE SUBDIVISION,Non-Adjusted,Lake (Primary),229,Natural                       ,No,Ground,2020
2101,FL-3354701,WEDGEWOOD SUBDIVISION,Non-Adjusted,Lake (Primary),876,Natural                       ,No,Ground,2020
2102,FL-3354779,CLERMONT EAST WATER SYSTEMS,Non-Adjusted,Lake (Primary),32728,Natural                       ,No,Ground,2020
2103,FL-3354781,HARBOR HILLS,Non-Adjusted,Lake (Primary),1090,Natural                       ,No,Ground,2020
2104,FL-3354836,SARABANDE,Non-Adjusted,Lake (Primary),218,Natural                       ,No,Ground,2020
2105,FL-3354867,QUAIL RIDGE ESTATES,Non-Adjusted,Lake (Primary),215,Natural                       ,No,Ground,2020
2106,FL-3354869,LEESBURG/HIGHLAND LAKES,Non-Adjusted,Lake (Primary),2182,Natural                       ,No,Ground,2020
2107,FL-3354877,PALISADES COUNTRY CLUB,Non-Adjusted,Lake (Primary),1759,Natural                       ,No,Ground,2020
2108,FL-3354881,LAKE UTILITY SERVICES INC SOUTH,Non-Adjusted,Lake (Primary),11801,Natural                       ,No,Ground,2020
2109,FL-3354883,LAKE UTILITY SERVICES INC NORTH,Non-Adjusted,Lake (Primary),19240,Natural                       ,No,Ground,2020
2110,FL-3354886,HOLIDAY HAVEN (CONSECUTIVE),Consecutive,Lake (Primary),264,Natural                       ,No,Ground,2020
2111,FL-3354916,SOUTHLAKE UTILITIES,Non-Adjusted,Lake (Primary),7421,Natural                       ,No,Ground,2020
2112,FL-3354926,LAKES OF LADY LAKE EXEC GOLF,Non-Adjusted,Lake (Primary),89,Natural                       ,No,Ground,2020
2113,FL-3354929,LEESBURG/ROYAL HIGHLANDS,Non-Adjusted,Lake (Primary),2904,Natural                       ,No,Ground,2020
2114,FL-3354935,THE PARK AT WOLF BRANCH OAKS,Non-Adjusted,Lake (Primary),363,Natural                       ,No,Ground,2020
2115,FL-3354938,BLACK BEAR RESERVE,Non-Adjusted,Lake (Primary),559,Natural                       ,No,Ground,2020
2116,FL-3354943,POMEROSA PARK,Non-Adjusted,Lake (Primary),47,Natural                       ,No,Ground,2020
2117,FL-3354944,LAS COLINAS WATER PLANT,Non-Adjusted,Lake (Primary),232,Natural                       ,No,Ground,2020
2118,FL-3354945,FAIRWAYS AT MOUNT PLYMOUTH,Non-Adjusted,Lake (Primary),590,Natural                       ,No,Ground,2020
2119,FL-3354953,EUSTIS EASTERN WTP,Non-Adjusted,Lake (Primary),1949,Natural                       ,No,Ground,2020
2120,FL-3354954,HEATHROW COUNTRY ESTATES,Non-Adjusted,Lake (Primary),945,Natural                       ,No,Ground,2020
2121,FL-3354956,PINE ISLAND,Non-Adjusted,Lake (Primary),31,Natural                       ,No,Ground,2020
2122,FL-3354969,COLINA BAY,Non-Adjusted,Lake (Primary),156,Natural                       ,No,Ground,2020
2123,FL-3420074,"BELLEVIEW, CITY OF [2 PLANTS]",Non-Adjusted,Marion (Primary),7540,Natural                       ,No,Ground,2020
2124,FL-3420095,BLUE SKIES ESTATES,Non-Adjusted,Marion (Primary),174,Natural                       ,No,Ground,2020
2125,FL-3420124,BUCKSKIN LAKE MANOR,Non-Adjusted,Marion (Primary),216,Natural                       ,No,Ground,2020
2126,FL-3420162,CEDAR HILLS S/D,Non-Adjusted,Marion (Primary),1255,Natural                       ,No,Ground,2020
2127,FL-3420216,CLIFTWOOD MOBILE HOME PARK,Non-Adjusted,Marion (Primary),48,Natural                       ,No,Ground,2020
2128,FL-3420340,EMIL-MAR SUBDIVISION,Non-Adjusted,Marion (Primary),228,Natural                       ,No,Ground,2020
2129,FL-3420386,FLORIDA CORRECTIONAL INSTITUTN,Non-Adjusted,Marion (Primary),2504,Natural                       ,No,Ground,2020
2130,FL-3420387,MARION CORRECTIONAL INSTITUTN,Non-Adjusted,Marion (Primary),1341,Natural                       ,No,Ground,2020
2131,FL-3420408,SALT SPRINGS VILLAGE,Non-Adjusted,Marion (Primary),306,Natural                       ,No,Ground,2020
2132,FL-3420411,FLOYD CLARK SUBDIVISION,Non-Adjusted,Marion (Primary),224,Natural                       ,No,Ground,2020
2133,FL-3420419,FORT KING FOREST,Non-Adjusted,Marion (Primary),292,Natural                       ,No,Ground,2020
2134,FL-3420456,GOLDEN HOLIDAY MHP (2 WPS),Non-Adjusted,Marion (Primary),548,Natural                       ,No,Ground,2020
2135,FL-3420484,MILL DAM MHP LLC,Non-Adjusted,Marion (Primary),139,Natural                       ,No,Ground,2020
2136,FL-3420509,HAZEL GARDENS MOBILE HOME PARK,Non-Adjusted,Marion (Primary),59,Natural                       ,No,Ground,2020
2137,FL-3420531,WANDERING OAKS RV RESORT (2WPS/1POE),Non-Adjusted,Marion (Primary),109,Natural                       ,No,Ground,2020
2138,FL-3420533,HI-CLIFF ESTATES/SLEEPY HOLLOW,Non-Adjusted,Marion (Primary),916,Natural                       ,No,Ground,2020
2139,FL-3420608,FORE ACRES S/D,Non-Adjusted,Marion (Primary),1509,Natural                       ,No,Ground,2020
2140,FL-3420761,LITTLE LAKE WEIR SUBDIVISION,Non-Adjusted,Marion (Primary),861,Natural                       ,No,Ground,2020
2141,FL-3420763,LIVE OAKS MOBILE HOME PARK,Non-Adjusted,Marion (Primary),194,Natural                       ,No,Ground,2020
2142,FL-3420781,EDGEWOOD MHP,Non-Adjusted,Marion (Primary),38,Natural                       ,No,Ground,2020
2143,FL-3420805,MARIE'S MHP,Non-Adjusted,Marion (Primary),79,Natural                       ,No,Ground,2020
2144,FL-3420870,NELSON'S FISH CAMP,Non-Adjusted,Marion (Primary),188,Natural                       ,No,Ground,2020
2145,FL-3420904,OAK PARK VILLAGE,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground,2020
2146,FL-3420916,OAKWOOD MOBILE MANOR,Non-Adjusted,Marion (Primary),225,Natural                       ,No,Ground,2020
2147,FL-3420922,"OCALA, CITY OF",Adjusted,Marion (Primary),51560,H2SiF6,Yes,Ground,2020
2148,FL-3420924,OCALA EAST VILLAS,Non-Adjusted,Marion (Primary),544,Natural                       ,No,Ground,2020
2149,FL-3420939,OCKLAWAHA WATER WORKS (2 WTPS ),Non-Adjusted,Marion (Primary),730,Natural                       ,No,Ground,2020
2150,FL-3421018,PINE RIDGE ESTATES S/D,Non-Adjusted,Marion (Primary),674,Natural                       ,No,Ground,2020
2151,FL-3421098,ROLLING GREENS,Non-Adjusted,Marion (Primary),2234,Natural                       ,No,Ground,2020
2152,FL-3421118,SANDY ACRES,Non-Adjusted,Marion (Primary),543,Natural                       ,No,Ground,2020
2153,FL-3421159,SHARPES FERRY MANUFACTURED HOME CMNTY,Non-Adjusted,Marion (Primary),185,Natural                       ,No,Ground,2020
2154,FL-3421197,SILVER SPRINGS SHORES,Non-Adjusted,Marion (Primary),17497,Natural                       ,No,Ground,2020
2155,FL-3421201,SUN RESORT,Non-Adjusted,Marion (Primary),72,Natural                       ,No,Ground,2020
2156,FL-3421283,STONE OAKS MOBILE HOME PARK,Non-Adjusted,Marion (Primary),270,Natural                       ,No,Ground,2020
2157,FL-3421314,SUN RAY ESTATES,Non-Adjusted,Marion (Primary),1787,Natural                       ,No,Ground,2020
2158,FL-3421379,"MCINTOSH, TOWN OF",Non-Adjusted,Marion (Primary),433,Natural                       ,No,Ground,2020
2159,FL-3421467,WHISPERING OAKS MHP,Non-Adjusted,Marion (Primary),143,Natural                       ,No,Ground,2020
2160,FL-3421490,WOODS AND LAKES SUBDIVISION,Non-Adjusted,Marion (Primary),246,Natural                       ,No,Ground,2020
2161,FL-3421495,COUNTRY OAKS MHP,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground,2020
2162,FL-3421520,SUNLIGHT ACRES SUBDIVISION,Non-Adjusted,Marion (Primary),177,Natural                       ,No,Ground,2020
2163,FL-3421528,TALL TIMBER TRAVEL TRAILER PRK,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground,2020
2164,FL-3421554,OCALA GARDEN APARTMENTS,Non-Adjusted,Marion (Primary),43,Natural                       ,No,Ground,2020
2165,FL-3421559,VICTORY MOBILE HOME PARK LLC,Non-Adjusted,Marion (Primary),222,Natural                       ,No,Ground,2020
2166,FL-3421560,OCALA OAKS SUBDIVISION,Non-Adjusted,Marion (Primary),1969,Natural                       ,No,Ground,2020
2167,FL-3421573,GOLDEN POND VILLAGE MHP,Non-Adjusted,Marion (Primary),121,Natural                       ,No,Ground,2020
2168,FL-3421574,SERENITY OAKS MHP,Non-Adjusted,Marion (Primary),121,Natural                       ,No,Ground,2020
2169,FL-3421576,WINDGATE ESTATES,Non-Adjusted,Marion (Primary),458,Natural                       ,No,Ground,2020
2170,FL-3424000,BELLAIRE SUBDIVISION,Non-Adjusted,Marion (Primary),682,Natural                       ,No,Ground,2020
2171,FL-3424001,MARION HILLS,Non-Adjusted,Marion (Primary),91,Natural                       ,No,Ground,2020
2172,FL-3424009,WHISPERING SANDS S/D,Non-Adjusted,Marion (Primary),391,Natural                       ,No,Ground,2020
2173,FL-3424029,CHAPPELL HILLS,Non-Adjusted,Marion (Primary),129,Natural                       ,No,Ground,2020
2174,FL-3424030,BELLEVIEW HILLS SUBDIVISION,Non-Adjusted,Marion (Primary),338,Natural                       ,No,Ground,2020
2175,FL-3424031,FLORIDA HEIGHTS S/D,Non-Adjusted,Marion (Primary),309,Natural                       ,No,Ground,2020
2176,FL-3424032,OAKHURST SUBDIVISION,Non-Adjusted,Marion (Primary),309,Natural                       ,No,Ground,2020
2177,FL-3424034,VILLAGES OF OCALA,Non-Adjusted,Marion (Primary),116,Natural                       ,No,Ground,2020
2178,FL-3424036,WEST VIEW SUBDIVISION,Consecutive,Marion (Primary),91,H2SiF6,Yes,Ground,2020
2179,FL-3424042,FAIRFAX HILLS SUBDIVISION,Non-Adjusted,Marion (Primary),257,Natural                       ,No,Ground,2020
2180,FL-3424046,QUAIL RUN SUBDIVISION,Non-Adjusted,Marion (Primary),206,Natural                       ,No,Ground,2020
2181,FL-3424061,PARADISE MHP,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground,2020
2182,FL-3424062,PONDEROSA PINES,Non-Adjusted,Marion (Primary),416,Natural                       ,No,Ground,2020
2183,FL-3424087,OAK BEND MHP,Non-Adjusted,Marion (Primary),367,Natural                       ,No,Ground,2020
2184,FL-3424099,ELEVEN OAKS SUBDIVISION,Non-Adjusted,Marion (Primary),122,Natural                       ,No,Ground,2020
2185,FL-3424106,OAK HAVEN QUADRUPLEXES,Non-Adjusted,Marion (Primary),92,Natural                       ,No,Ground,2020
2186,FL-3424620,TRADEWINDS VILLAGE,Non-Adjusted,Marion (Primary),1174,Natural                       ,No,Ground,2020
2187,FL-3424621,BELLEVIEW OAKS ESTATES,Non-Adjusted,Marion (Primary),263,Natural                       ,No,Ground,2020
2188,FL-3424622,SPRINGLAKE VILLAGE,Non-Adjusted,Marion (Primary),145,Natural                       ,No,Ground,2020
2189,FL-3424625,RESIDENTIAL WATER SYSTEMS INC,Non-Adjusted,Marion (Primary),1606,Natural                       ,No,Ground,2020
2190,FL-3424628,SMITH LAKE SHORES MHP,Non-Adjusted,Marion (Primary),329,Natural                       ,No,Ground,2020
2191,FL-3424637,SHERI OAKS S/D,Non-Adjusted,Marion (Primary),63,Natural                       ,No,Ground,2020
2192,FL-3424638,OAK CREEK CAVERNS S/D,Non-Adjusted,Marion (Primary),131,Natural                       ,No,Ground,2020
2193,FL-3424643,MCATEER ACRES,Non-Adjusted,Marion (Primary),209,Natural                       ,No,Ground,2020
2194,FL-3424644,FORE OAKS ESTATES,Non-Adjusted,Marion (Primary),709,Natural                       ,No,Ground,2020
2195,FL-3424645,WINDSTREAM & CARRIAGE HILL SDS,Non-Adjusted,Marion (Primary),269,Natural                       ,No,Ground,2020
2196,FL-3424646,WOODBERRY FOREST,Non-Adjusted,Marion (Primary),173,Natural                       ,No,Ground,2020
2197,FL-3424648,HILLTOP ESTATES MHP S/D,Non-Adjusted,Marion (Primary),206,Natural                       ,No,Ground,2020
2198,FL-3424649,VICKI'S MOBILE HOME PARK,Non-Adjusted,Marion (Primary),49,Natural                       ,No,Ground,2020
2199,FL-3424651,OCALA HEIGHTS S/D,Non-Adjusted,Marion (Primary),738,Natural                       ,No,Ground,2020
2200,FL-3424652,SHADY ROAD VILLAS TRAILER PARK,Non-Adjusted,Marion (Primary),164,Natural                       ,No,Ground,2020
2201,FL-3424654,WILDERNESS RV PARK ESTATES,Non-Adjusted,Marion (Primary),54,Natural                       ,No,Ground,2020
2202,FL-3424655,HIGH HOPES MOBILE HOME PARK,Non-Adjusted,Marion (Primary),61,Natural                       ,No,Ground,2020
2203,FL-3424657,COUNTRY WALK S/D,Non-Adjusted,Marion (Primary),169,Natural                       ,No,Ground,2020
2204,FL-3424658,PADDOCK PARK SOUTH MHP,Non-Adjusted,Marion (Primary),345,Natural                       ,No,Ground,2020
2205,FL-3424659,TROPICANA VILLAGE S/D,Non-Adjusted,Marion (Primary),103,Natural                       ,No,Ground,2020
2206,FL-3424662,HILLTOP AT LAKE WEIR,Non-Adjusted,Marion (Primary),401,Natural                       ,No,Ground,2020
2207,FL-3424664,JACK MOBILE HOME PARK,Non-Adjusted,Marion (Primary),45,Natural                       ,No,Ground,2020
2208,FL-3424685,HAWKS POINT S/D,Non-Adjusted,Marion (Primary),413,Natural                       ,No,Ground,2020
2209,FL-3424689,SILVER SPRINGS WOODS/VILLAGE,Non-Adjusted,Marion (Primary),1020,Natural                       ,No,Ground,2020
2210,FL-3424690,LANDFAIR SUBDIVISION,Non-Adjusted,Marion (Primary),519,Natural                       ,No,Ground,2020
2211,FL-3424691,WINDING WATERS,Non-Adjusted,Marion (Primary),423,Natural                       ,No,Ground,2020
2212,FL-3424789,LAKEVIEW WOODS/TRAILS EAST S/D,Non-Adjusted,Marion (Primary),200,Natural                       ,No,Ground,2020
2213,FL-3424808,PONDEROSA M.H./SUBDIVISION,Non-Adjusted,Marion (Primary),60,Natural                       ,No,Ground,2020
2214,FL-3424827,CITRA HIGHLANDS,Non-Adjusted,Marion (Primary),79,Natural                       ,No,Ground,2020
2215,FL-3424839,BELLEVIEW HILLS ESTATES,Non-Adjusted,Marion (Primary),678,Natural                       ,No,Ground,2020
2216,FL-3424841,TURNING POINTE ESTATES,Non-Adjusted,Marion (Primary),252,Natural                       ,No,Ground,2020
2217,FL-3424857,VETERANS OF FOREIGN WARS,Non-Adjusted,Marion (Primary),40,Natural                       ,No,Ground,2020
2218,FL-3424897,STONECREST SUBDIVISION,Non-Adjusted,Marion (Primary),16714,Natural                       ,No,Ground,2020
2219,FL-3424962,ASHLEY HEIGHTS S/D,Non-Adjusted,Marion (Primary),138,Natural                       ,No,Ground,2020
2220,FL-3425006,GREENFIELDS/INDIAN PINES,Non-Adjusted,Marion (Primary),1450,Natural                       ,No,Ground,2020
2221,FL-3425020,SPRUCE CREEK GOLF AND COUNTRY CLUB,Non-Adjusted,Marion (Primary),6031,Natural                       ,No,Ground,2020
2222,FL-3425029,FOREST GREEN SUBDIVISION,Non-Adjusted,Marion (Primary),241,Natural                       ,No,Ground,2020
2223,FL-3425039,PLANTATION LANDING MHP,Non-Adjusted,Marion (Primary),32,Natural                       ,No,Ground,2020
2224,FL-3425108,LEIGHTON ESTATES WATER SYSTEM,Non-Adjusted,Marion (Primary),93,Natural                       ,No,Ground,2020
2225,FL-3425111,SUNSET HARBOR WATER SYSTEM,Non-Adjusted,Marion (Primary),22,Natural                       ,No,Ground,2020
2226,FL-3425126,IRISH ACRES,Non-Adjusted,Marion (Primary),80,Natural                       ,No,Ground,2020
2227,FL-3425127,ASHLEY FARMS,Non-Adjusted,Marion (Primary),985,Natural                       ,No,Ground,2020
2228,FL-3480114,BRIGHTWOOD MANOR MHP,Non-Adjusted,Orange (Primary),376,Natural                       ,No,Ground,2020
2229,FL-3480149,PLURIS-WEDGEFIELD INC,Non-Adjusted,Orange (Primary),5211,Natural                       ,No,Ground,2020
